Parameters;Precisao;Revocacao;F1-Score;Tempo
Birthday_DistilBERTML_2000_6000_OCSVM_RBF_0,0001_scale;0.9777;0.9347;0.9558;0.6507
Birthday_DistilBERTML_2000_6000_OCSVM_RBF_0,0005_scale;0.9774;0.9405;0.9586;0.8504
Birthday_DistilBERTML_2000_6000_OCSVM_RBF_0,001_scale;0.9773;0.9405;0.9585;0.8941
Birthday_DistilBERTML_2000_6000_OCSVM_RBF_0,005_scale;0.9774;0.9407;0.9587;0.9511
Birthday_DistilBERTML_2000_6000_OCSVM_RBF_0,01_scale;0.9774;0.9407;0.9587;0.9822
Birthday_DistilBERTML_2000_6000_OCSVM_RBF_0,02_scale;0.9776;0.9390;0.9579;1.0610
Birthday_DistilBERTML_2000_6000_OCSVM_RBF_0,03_scale;0.9791;0.9345;0.9563;1.1723
Birthday_DistilBERTML_2000_6000_OCSVM_RBF_0,04_scale;0.9804;0.9305;0.9548;1.2542
Birthday_DistilBERTML_2000_6000_OCSVM_RBF_0,05_scale;0.9815;0.9210;0.9503;1.3952
Birthday_DistilBERTML_2000_6000_OCSVM_RBF_0,06_scale;0.9825;0.9123;0.9461;1.5473
Birthday_DistilBERTML_2000_6000_OCSVM_RBF_0,07_scale;0.9835;0.9055;0.9429;1.6769
Birthday_DistilBERTML_2000_6000_OCSVM_RBF_0,08_scale;0.9850;0.8958;0.9383;1.8109
Birthday_DistilBERTML_2000_6000_OCSVM_RBF_0,09_scale;0.9857;0.8865;0.9335;1.9630
Birthday_DistilBERTML_2000_6000_OCSVM_RBF_0,1_scale;0.9863;0.8788;0.9294;2.1725
Birthday_DistilBERTML_2000_6000_OCSVM_RBF_0,2_scale;0.9937;0.7648;0.8643;3.7624
Birthday_DistilBERTML_2000_6000_OCSVM_RBF_0,3_scale;0.9969;0.6532;0.7893;5.5426
Birthday_DistilBERTML_2000_6000_OCSVM_RBF_0,4_scale;0.9977;0.5593;0.7167;7.0873
Birthday_DistilBERTML_2000_6000_OCSVM_RBF_0,5_scale;0.9986;0.4632;0.6329;8.6925
Birthday_DistilBERTML_2000_6000_OCSVM_RBF_0,6_scale;0.9987;0.3762;0.5466;10.1472
Birthday_DistilBERTML_2000_6000_OCSVM_RBF_0,7_scale;0.9990;0.2928;0.4528;11.6305
Birthday_DistilBERTML_2000_6000_OCSVM_RBF_0,8_scale;0.9990;0.1995;0.3326;13.2255
Birthday_DistilBERTML_2000_6000_OCSVM_RBF_0,9_scale;0.9995;0.0932;0.1706;15.0353
