Parameters;Precisao;Revocacao;F1-Score;Tempo
Language_DistilBERTML_2000_6000_OCSVM_RBF_0,0001_scale;0.9569;0.9010;0.9281;0.8038
Language_DistilBERTML_2000_6000_OCSVM_RBF_0,0005_scale;0.9550;0.9127;0.9334;1.1344
Language_DistilBERTML_2000_6000_OCSVM_RBF_0,001_scale;0.9549;0.9127;0.9333;1.1869
Language_DistilBERTML_2000_6000_OCSVM_RBF_0,005_scale;0.9548;0.9133;0.9336;1.2624
Language_DistilBERTML_2000_6000_OCSVM_RBF_0,01_scale;0.9548;0.9130;0.9334;1.2943
Language_DistilBERTML_2000_6000_OCSVM_RBF_0,02_scale;0.9562;0.9125;0.9338;1.3466
Language_DistilBERTML_2000_6000_OCSVM_RBF_0,03_scale;0.9590;0.9073;0.9324;1.3792
Language_DistilBERTML_2000_6000_OCSVM_RBF_0,04_scale;0.9612;0.9020;0.9307;1.4503
Language_DistilBERTML_2000_6000_OCSVM_RBF_0,05_scale;0.9646;0.8950;0.9285;1.5862
Language_DistilBERTML_2000_6000_OCSVM_RBF_0,06_scale;0.9678;0.8870;0.9256;1.7312
Language_DistilBERTML_2000_6000_OCSVM_RBF_0,07_scale;0.9703;0.8802;0.9231;1.8672
Language_DistilBERTML_2000_6000_OCSVM_RBF_0,08_scale;0.9725;0.8730;0.9201;1.9909
Language_DistilBERTML_2000_6000_OCSVM_RBF_0,09_scale;0.9735;0.8632;0.9151;2.1939
Language_DistilBERTML_2000_6000_OCSVM_RBF_0,1_scale;0.9748;0.8570;0.9121;2.3367
Language_DistilBERTML_2000_6000_OCSVM_RBF_0,2_scale;0.9838;0.7635;0.8598;3.8782
Language_DistilBERTML_2000_6000_OCSVM_RBF_0,3_scale;0.9876;0.6587;0.7903;5.5920
Language_DistilBERTML_2000_6000_OCSVM_RBF_0,4_scale;0.9898;0.5685;0.7222;7.0810
Language_DistilBERTML_2000_6000_OCSVM_RBF_0,5_scale;0.9935;0.4677;0.6360;8.6057
Language_DistilBERTML_2000_6000_OCSVM_RBF_0,6_scale;0.9967;0.3653;0.5346;10.1309
Language_DistilBERTML_2000_6000_OCSVM_RBF_0,7_scale;0.9980;0.2607;0.4135;11.5647
Language_DistilBERTML_2000_6000_OCSVM_RBF_0,8_scale;0.9991;0.1643;0.2821;12.9905
Language_DistilBERTML_2000_6000_OCSVM_RBF_0,9_scale;0.9990;0.0727;0.1356;14.3728
