Parameters;Precisao;Revocacao;F1-Score;Tempo
Sport_DistilBERTML_2000_6000_OCSVM_RBF_0,0001_scale;0.9492;0.9150;0.9318;0.8948
Sport_DistilBERTML_2000_6000_OCSVM_RBF_0,0005_scale;0.9473;0.9263;0.9367;1.0639
Sport_DistilBERTML_2000_6000_OCSVM_RBF_0,001_scale;0.9473;0.9255;0.9363;1.0841
Sport_DistilBERTML_2000_6000_OCSVM_RBF_0,005_scale;0.9472;0.9255;0.9362;1.1272
Sport_DistilBERTML_2000_6000_OCSVM_RBF_0,01_scale;0.9472;0.9257;0.9363;1.1446
Sport_DistilBERTML_2000_6000_OCSVM_RBF_0,02_scale;0.9481;0.9250;0.9364;1.2025
Sport_DistilBERTML_2000_6000_OCSVM_RBF_0,03_scale;0.9504;0.9223;0.9361;1.2531
Sport_DistilBERTML_2000_6000_OCSVM_RBF_0,04_scale;0.9515;0.9160;0.9334;1.3669
Sport_DistilBERTML_2000_6000_OCSVM_RBF_0,05_scale;0.9535;0.9100;0.9312;1.4526
Sport_DistilBERTML_2000_6000_OCSVM_RBF_0,06_scale;0.9554;0.9012;0.9275;1.5678
Sport_DistilBERTML_2000_6000_OCSVM_RBF_0,07_scale;0.9566;0.8888;0.9214;1.7068
Sport_DistilBERTML_2000_6000_OCSVM_RBF_0,08_scale;0.9584;0.8770;0.9159;1.9058
Sport_DistilBERTML_2000_6000_OCSVM_RBF_0,09_scale;0.9597;0.8685;0.9118;2.0931
Sport_DistilBERTML_2000_6000_OCSVM_RBF_0,1_scale;0.9613;0.8612;0.9085;2.2368
Sport_DistilBERTML_2000_6000_OCSVM_RBF_0,2_scale;0.9709;0.7608;0.8531;3.9144
Sport_DistilBERTML_2000_6000_OCSVM_RBF_0,3_scale;0.9786;0.6585;0.7872;5.5974
Sport_DistilBERTML_2000_6000_OCSVM_RBF_0,4_scale;0.9832;0.5770;0.7272;7.0822
Sport_DistilBERTML_2000_6000_OCSVM_RBF_0,5_scale;0.9910;0.4893;0.6551;8.6515
Sport_DistilBERTML_2000_6000_OCSVM_RBF_0,6_scale;0.9951;0.4093;0.5800;10.1357
Sport_DistilBERTML_2000_6000_OCSVM_RBF_0,7_scale;0.9971;0.3160;0.4799;11.5317
Sport_DistilBERTML_2000_6000_OCSVM_RBF_0,8_scale;0.9985;0.2140;0.3525;12.9945
Sport_DistilBERTML_2000_6000_OCSVM_RBF_0,9_scale;0.9987;0.1115;0.2006;14.3290
