Parameters;Precisao;Revocacao;F1-Score;Tempo
Assault_DistilBERTML_2000_6000_OCSVM_RBF_0,0001_scale;0.8822;0.8323;0.8565;0.6941
Assault_DistilBERTML_2000_6000_OCSVM_RBF_0,0005_scale;0.8793;0.8367;0.8575;0.8361
Assault_DistilBERTML_2000_6000_OCSVM_RBF_0,001_scale;0.8793;0.8373;0.8577;0.8845
Assault_DistilBERTML_2000_6000_OCSVM_RBF_0,005_scale;0.8790;0.8370;0.8575;0.9500
Assault_DistilBERTML_2000_6000_OCSVM_RBF_0,01_scale;0.8790;0.8370;0.8575;0.9671
Assault_DistilBERTML_2000_6000_OCSVM_RBF_0,02_scale;0.8797;0.8365;0.8576;1.0222
Assault_DistilBERTML_2000_6000_OCSVM_RBF_0,03_scale;0.8870;0.8330;0.8591;1.1419
Assault_DistilBERTML_2000_6000_OCSVM_RBF_0,04_scale;0.8931;0.8277;0.8592;1.2180
Assault_DistilBERTML_2000_6000_OCSVM_RBF_0,05_scale;0.8990;0.8193;0.8573;1.3171
Assault_DistilBERTML_2000_6000_OCSVM_RBF_0,06_scale;0.9051;0.8115;0.8557;1.5046
Assault_DistilBERTML_2000_6000_OCSVM_RBF_0,07_scale;0.9107;0.8015;0.8526;1.6004
Assault_DistilBERTML_2000_6000_OCSVM_RBF_0,08_scale;0.9152;0.7925;0.8495;1.7232
Assault_DistilBERTML_2000_6000_OCSVM_RBF_0,09_scale;0.9207;0.7837;0.8467;1.9089
Assault_DistilBERTML_2000_6000_OCSVM_RBF_0,1_scale;0.9252;0.7760;0.8441;2.1008
Assault_DistilBERTML_2000_6000_OCSVM_RBF_0,2_scale;0.9565;0.6757;0.7920;3.7117
Assault_DistilBERTML_2000_6000_OCSVM_RBF_0,3_scale;0.9712;0.5938;0.7370;5.3888
Assault_DistilBERTML_2000_6000_OCSVM_RBF_0,4_scale;0.9802;0.5068;0.6681;6.9298
Assault_DistilBERTML_2000_6000_OCSVM_RBF_0,5_scale;0.9851;0.4303;0.5989;8.5655
Assault_DistilBERTML_2000_6000_OCSVM_RBF_0,6_scale;0.9891;0.3483;0.5151;10.0700
Assault_DistilBERTML_2000_6000_OCSVM_RBF_0,7_scale;0.9915;0.2760;0.4318;11.6202
Assault_DistilBERTML_2000_6000_OCSVM_RBF_0,8_scale;0.9934;0.1905;0.3197;13.0126
Assault_DistilBERTML_2000_6000_OCSVM_RBF_0,9_scale;0.9952;0.0828;0.1528;14.3382
