Parameters;Precisao;Revocacao;F1-Score;Tempo
Birthday_VAE_2000_6000_9_OCSVM_RBF_0,0001_scale;0.8644;0.9977;0.9261;0.0056
Birthday_VAE_2000_6000_9_OCSVM_RBF_0,0005_scale;0.8639;0.9978;0.9258;0.0052
Birthday_VAE_2000_6000_9_OCSVM_RBF_0,001_scale;0.8638;0.9979;0.9258;0.0051
Birthday_VAE_2000_6000_9_OCSVM_RBF_0,005_scale;0.9107;0.9927;0.9498;0.0074
Birthday_VAE_2000_6000_9_OCSVM_RBF_0,01_scale;0.9415;0.9846;0.9624;0.0112
Birthday_VAE_2000_6000_9_OCSVM_RBF_0,02_scale;0.9633;0.9738;0.9685;0.0173
Birthday_VAE_2000_6000_9_OCSVM_RBF_0,03_scale;0.9718;0.9640;0.9679;0.0227
Birthday_VAE_2000_6000_9_OCSVM_RBF_0,04_scale;0.9784;0.9557;0.9669;0.0288
Birthday_VAE_2000_6000_9_OCSVM_RBF_0,05_scale;0.9826;0.9441;0.9629;0.0353
Birthday_VAE_2000_6000_9_OCSVM_RBF_0,06_scale;0.9860;0.9310;0.9577;0.0441
Birthday_VAE_2000_6000_9_OCSVM_RBF_0,07_scale;0.9883;0.9178;0.9517;0.0490
Birthday_VAE_2000_6000_9_OCSVM_RBF_0,08_scale;0.9898;0.9036;0.9448;0.0533
Birthday_VAE_2000_6000_9_OCSVM_RBF_0,09_scale;0.9912;0.8917;0.9388;0.0599
Birthday_VAE_2000_6000_9_OCSVM_RBF_0,1_scale;0.9920;0.8787;0.9319;0.0703
Birthday_VAE_2000_6000_9_OCSVM_RBF_0,2_scale;0.9955;0.7519;0.8566;0.1263
Birthday_VAE_2000_6000_9_OCSVM_RBF_0,3_scale;0.9964;0.6303;0.7721;0.1898
Birthday_VAE_2000_6000_9_OCSVM_RBF_0,4_scale;0.9969;0.5257;0.6882;0.2434
Birthday_VAE_2000_6000_9_OCSVM_RBF_0,5_scale;0.9974;0.4280;0.5988;0.2969
Birthday_VAE_2000_6000_9_OCSVM_RBF_0,6_scale;0.9975;0.3343;0.5004;0.3624
Birthday_VAE_2000_6000_9_OCSVM_RBF_0,7_scale;0.9983;0.2461;0.3946;0.4148
Birthday_VAE_2000_6000_9_OCSVM_RBF_0,8_scale;0.9983;0.1602;0.2760;0.4538
Birthday_VAE_2000_6000_9_OCSVM_RBF_0,9_scale;0.9984;0.0784;0.1453;0.4828
Birthday_VAE_2000_6000_10_OCSVM_RBF_0,0001_scale;0.8584;0.9919;0.9198;0.0046
Birthday_VAE_2000_6000_10_OCSVM_RBF_0,0005_scale;0.8599;0.9962;0.9224;0.0046
Birthday_VAE_2000_6000_10_OCSVM_RBF_0,001_scale;0.8601;0.9962;0.9225;0.0048
Birthday_VAE_2000_6000_10_OCSVM_RBF_0,005_scale;0.9146;0.9929;0.9519;0.0072
Birthday_VAE_2000_6000_10_OCSVM_RBF_0,01_scale;0.9429;0.9864;0.9641;0.0107
Birthday_VAE_2000_6000_10_OCSVM_RBF_0,02_scale;0.9651;0.9782;0.9715;0.0165
Birthday_VAE_2000_6000_10_OCSVM_RBF_0,03_scale;0.9732;0.9699;0.9715;0.0223
Birthday_VAE_2000_6000_10_OCSVM_RBF_0,04_scale;0.9783;0.9594;0.9688;0.0284
Birthday_VAE_2000_6000_10_OCSVM_RBF_0,05_scale;0.9815;0.9483;0.9646;0.0346
Birthday_VAE_2000_6000_10_OCSVM_RBF_0,06_scale;0.9845;0.9368;0.9600;0.0459
Birthday_VAE_2000_6000_10_OCSVM_RBF_0,07_scale;0.9867;0.9245;0.9545;0.0483
Birthday_VAE_2000_6000_10_OCSVM_RBF_0,08_scale;0.9881;0.9120;0.9484;0.0525
Birthday_VAE_2000_6000_10_OCSVM_RBF_0,09_scale;0.9896;0.9002;0.9427;0.0607
Birthday_VAE_2000_6000_10_OCSVM_RBF_0,1_scale;0.9904;0.8901;0.9375;0.0703
Birthday_VAE_2000_6000_10_OCSVM_RBF_0,2_scale;0.9948;0.7622;0.8628;0.1298
Birthday_VAE_2000_6000_10_OCSVM_RBF_0,3_scale;0.9958;0.6419;0.7802;0.1882
Birthday_VAE_2000_6000_10_OCSVM_RBF_0,4_scale;0.9965;0.5320;0.6931;0.2456
Birthday_VAE_2000_6000_10_OCSVM_RBF_0,5_scale;0.9965;0.4401;0.6099;0.2929
Birthday_VAE_2000_6000_10_OCSVM_RBF_0,6_scale;0.9965;0.3487;0.5159;0.3636
Birthday_VAE_2000_6000_10_OCSVM_RBF_0,7_scale;0.9970;0.2593;0.4108;0.4129
Birthday_VAE_2000_6000_10_OCSVM_RBF_0,8_scale;0.9978;0.1723;0.2934;0.4521
Birthday_VAE_2000_6000_10_OCSVM_RBF_0,9_scale;0.9986;0.0852;0.1568;0.4822
Birthday_VAE_2000_6000_6_OCSVM_RBF_0,0001_scale;0.7697;0.9967;0.8661;0.0051
Birthday_VAE_2000_6000_6_OCSVM_RBF_0,0005_scale;0.7681;0.9968;0.8653;0.0049
Birthday_VAE_2000_6000_6_OCSVM_RBF_0,001_scale;0.7682;0.9968;0.8653;0.0046
Birthday_VAE_2000_6000_6_OCSVM_RBF_0,005_scale;0.8307;0.9916;0.9025;0.0078
Birthday_VAE_2000_6000_6_OCSVM_RBF_0,01_scale;0.8699;0.9856;0.9225;0.0105
Birthday_VAE_2000_6000_6_OCSVM_RBF_0,02_scale;0.9032;0.9765;0.9374;0.0166
Birthday_VAE_2000_6000_6_OCSVM_RBF_0,03_scale;0.9437;0.9662;0.9548;0.0229
Birthday_VAE_2000_6000_6_OCSVM_RBF_0,04_scale;0.9696;0.9565;0.9630;0.0288
Birthday_VAE_2000_6000_6_OCSVM_RBF_0,05_scale;0.9800;0.9452;0.9622;0.0352
Birthday_VAE_2000_6000_6_OCSVM_RBF_0,06_scale;0.9844;0.9337;0.9584;0.0456
Birthday_VAE_2000_6000_6_OCSVM_RBF_0,07_scale;0.9870;0.9225;0.9536;0.0494
Birthday_VAE_2000_6000_6_OCSVM_RBF_0,08_scale;0.9891;0.9117;0.9488;0.0530
Birthday_VAE_2000_6000_6_OCSVM_RBF_0,09_scale;0.9907;0.9018;0.9441;0.0602
Birthday_VAE_2000_6000_6_OCSVM_RBF_0,1_scale;0.9917;0.8896;0.9379;0.0698
Birthday_VAE_2000_6000_6_OCSVM_RBF_0,2_scale;0.9954;0.7648;0.8649;0.1289
Birthday_VAE_2000_6000_6_OCSVM_RBF_0,3_scale;0.9964;0.6407;0.7798;0.1970
Birthday_VAE_2000_6000_6_OCSVM_RBF_0,4_scale;0.9970;0.5371;0.6981;0.2437
Birthday_VAE_2000_6000_6_OCSVM_RBF_0,5_scale;0.9972;0.4345;0.6052;0.3001
Birthday_VAE_2000_6000_6_OCSVM_RBF_0,6_scale;0.9972;0.3476;0.5153;0.3676
Birthday_VAE_2000_6000_6_OCSVM_RBF_0,7_scale;0.9974;0.2643;0.4177;0.4177
Birthday_VAE_2000_6000_6_OCSVM_RBF_0,8_scale;0.9973;0.1765;0.2998;0.4653
Birthday_VAE_2000_6000_6_OCSVM_RBF_0,9_scale;0.9972;0.0873;0.1604;0.4896
Birthday_VAE_2000_6000_7_OCSVM_RBF_0,0001_scale;0.8076;0.9979;0.8919;0.0045
Birthday_VAE_2000_6000_7_OCSVM_RBF_0,0005_scale;0.8071;0.9980;0.8915;0.0046
Birthday_VAE_2000_6000_7_OCSVM_RBF_0,001_scale;0.8073;0.9981;0.8917;0.0047
Birthday_VAE_2000_6000_7_OCSVM_RBF_0,005_scale;0.8638;0.9942;0.9234;0.0071
Birthday_VAE_2000_6000_7_OCSVM_RBF_0,01_scale;0.9117;0.9888;0.9484;0.0104
Birthday_VAE_2000_6000_7_OCSVM_RBF_0,02_scale;0.9423;0.9797;0.9604;0.0167
Birthday_VAE_2000_6000_7_OCSVM_RBF_0,03_scale;0.9583;0.9710;0.9645;0.0228
Birthday_VAE_2000_6000_7_OCSVM_RBF_0,04_scale;0.9716;0.9605;0.9659;0.0282
Birthday_VAE_2000_6000_7_OCSVM_RBF_0,05_scale;0.9807;0.9520;0.9661;0.0344
Birthday_VAE_2000_6000_7_OCSVM_RBF_0,06_scale;0.9866;0.9396;0.9625;0.0447
Birthday_VAE_2000_6000_7_OCSVM_RBF_0,07_scale;0.9894;0.9286;0.9580;0.0507
Birthday_VAE_2000_6000_7_OCSVM_RBF_0,08_scale;0.9911;0.9167;0.9524;0.0555
Birthday_VAE_2000_6000_7_OCSVM_RBF_0,09_scale;0.9925;0.9034;0.9458;0.0597
