Parameters;Precisao;Revocacao;F1-Score;Tempo
Police_DistilBERTML_2000_6000_OCSVM_RBF_0,0001_scale;0.9507;0.9250;0.9377;0.6072
Police_DistilBERTML_2000_6000_OCSVM_RBF_0,0005_scale;0.9508;0.9303;0.9404;0.7437
Police_DistilBERTML_2000_6000_OCSVM_RBF_0,001_scale;0.9505;0.9297;0.9400;0.7667
Police_DistilBERTML_2000_6000_OCSVM_RBF_0,005_scale;0.9504;0.9303;0.9402;0.8209
Police_DistilBERTML_2000_6000_OCSVM_RBF_0,01_scale;0.9505;0.9300;0.9401;0.8410
Police_DistilBERTML_2000_6000_OCSVM_RBF_0,02_scale;0.9522;0.9303;0.9411;0.8583
Police_DistilBERTML_2000_6000_OCSVM_RBF_0,03_scale;0.9596;0.9200;0.9394;0.9991
Police_DistilBERTML_2000_6000_OCSVM_RBF_0,04_scale;0.9630;0.9085;0.9350;1.1522
Police_DistilBERTML_2000_6000_OCSVM_RBF_0,05_scale;0.9649;0.8958;0.9290;1.2967
Police_DistilBERTML_2000_6000_OCSVM_RBF_0,06_scale;0.9661;0.8845;0.9235;1.5088
Police_DistilBERTML_2000_6000_OCSVM_RBF_0,07_scale;0.9672;0.8715;0.9168;1.6636
Police_DistilBERTML_2000_6000_OCSVM_RBF_0,08_scale;0.9682;0.8602;0.9111;1.7952
Police_DistilBERTML_2000_6000_OCSVM_RBF_0,09_scale;0.9692;0.8492;0.9053;1.9685
Police_DistilBERTML_2000_6000_OCSVM_RBF_0,1_scale;0.9700;0.8407;0.9008;2.1275
Police_DistilBERTML_2000_6000_OCSVM_RBF_0,2_scale;0.9729;0.7388;0.8398;3.8544
Police_DistilBERTML_2000_6000_OCSVM_RBF_0,3_scale;0.9743;0.6468;0.7774;5.4224
Police_DistilBERTML_2000_6000_OCSVM_RBF_0,4_scale;0.9749;0.5587;0.7104;7.0942
Police_DistilBERTML_2000_6000_OCSVM_RBF_0,5_scale;0.9755;0.4615;0.6266;8.5816
Police_DistilBERTML_2000_6000_OCSVM_RBF_0,6_scale;0.9759;0.3740;0.5408;10.1909
Police_DistilBERTML_2000_6000_OCSVM_RBF_0,7_scale;0.9745;0.2622;0.4133;11.5057
Police_DistilBERTML_2000_6000_OCSVM_RBF_0,8_scale;0.9755;0.1770;0.2996;12.8954
Police_DistilBERTML_2000_6000_OCSVM_RBF_0,9_scale;0.9755;0.0813;0.1500;14.3275
