Parameters;Precisao;Revocacao;F1-Score;Tempo
Advertising_DistilBERTML_2000_6000_OCSVM_RBF_0,0001_scale;0.9580;0.9060;0.9313;0.7701
Advertising_DistilBERTML_2000_6000_OCSVM_RBF_0,0005_scale;0.9562;0.9150;0.9352;1.0893
Advertising_DistilBERTML_2000_6000_OCSVM_RBF_0,001_scale;0.9562;0.9153;0.9352;1.1501
Advertising_DistilBERTML_2000_6000_OCSVM_RBF_0,005_scale;0.9561;0.9150;0.9351;1.1698
Advertising_DistilBERTML_2000_6000_OCSVM_RBF_0,01_scale;0.9561;0.9150;0.9351;1.2027
Advertising_DistilBERTML_2000_6000_OCSVM_RBF_0,02_scale;0.9565;0.9145;0.9350;1.2631
Advertising_DistilBERTML_2000_6000_OCSVM_RBF_0,03_scale;0.9578;0.9115;0.9341;1.3378
Advertising_DistilBERTML_2000_6000_OCSVM_RBF_0,04_scale;0.9605;0.9070;0.9330;1.3899
Advertising_DistilBERTML_2000_6000_OCSVM_RBF_0,05_scale;0.9636;0.9008;0.9311;1.5159
Advertising_DistilBERTML_2000_6000_OCSVM_RBF_0,06_scale;0.9668;0.8935;0.9287;1.6568
Advertising_DistilBERTML_2000_6000_OCSVM_RBF_0,07_scale;0.9692;0.8868;0.9261;1.8456
Advertising_DistilBERTML_2000_6000_OCSVM_RBF_0,08_scale;0.9715;0.8798;0.9233;1.9648
Advertising_DistilBERTML_2000_6000_OCSVM_RBF_0,09_scale;0.9732;0.8720;0.9198;2.0999
Advertising_DistilBERTML_2000_6000_OCSVM_RBF_0,1_scale;0.9744;0.8628;0.9152;2.2999
Advertising_DistilBERTML_2000_6000_OCSVM_RBF_0,2_scale;0.9860;0.7700;0.8647;3.9149
Advertising_DistilBERTML_2000_6000_OCSVM_RBF_0,3_scale;0.9931;0.6558;0.7899;5.5683
Advertising_DistilBERTML_2000_6000_OCSVM_RBF_0,4_scale;0.9963;0.5645;0.7207;7.1020
Advertising_DistilBERTML_2000_6000_OCSVM_RBF_0,5_scale;0.9977;0.4750;0.6436;8.6970
Advertising_DistilBERTML_2000_6000_OCSVM_RBF_0,6_scale;0.9983;0.3822;0.5528;10.1862
Advertising_DistilBERTML_2000_6000_OCSVM_RBF_0,7_scale;0.9984;0.2900;0.4495;11.6505
Advertising_DistilBERTML_2000_6000_OCSVM_RBF_0,8_scale;0.9988;0.1857;0.3132;13.1005
Advertising_DistilBERTML_2000_6000_OCSVM_RBF_0,9_scale;0.9987;0.0938;0.1714;14.4538
