Parameters;Precisao;Revocacao;F1-Score;Tempo
Mortgage_VAE_2000_6000_8_OCSVM_RBF_0,0001_scale;0.5211;0.9977;0.6845;0.0047
Mortgage_VAE_2000_6000_8_OCSVM_RBF_0,0005_scale;0.5219;0.9984;0.6854;0.0043
Mortgage_VAE_2000_6000_8_OCSVM_RBF_0,001_scale;0.5210;0.9986;0.6847;0.0044
Mortgage_VAE_2000_6000_8_OCSVM_RBF_0,005_scale;0.9323;0.9940;0.9618;0.0069
Mortgage_VAE_2000_6000_8_OCSVM_RBF_0,01_scale;0.9584;0.9878;0.9727;0.0106
Mortgage_VAE_2000_6000_8_OCSVM_RBF_0,02_scale;0.9715;0.9780;0.9747;0.0170
Mortgage_VAE_2000_6000_8_OCSVM_RBF_0,03_scale;0.9785;0.9678;0.9731;0.0223
Mortgage_VAE_2000_6000_8_OCSVM_RBF_0,04_scale;0.9825;0.9567;0.9694;0.0285
Mortgage_VAE_2000_6000_8_OCSVM_RBF_0,05_scale;0.9854;0.9467;0.9656;0.0344
Mortgage_VAE_2000_6000_8_OCSVM_RBF_0,06_scale;0.9865;0.9381;0.9617;0.0439
Mortgage_VAE_2000_6000_8_OCSVM_RBF_0,07_scale;0.9876;0.9290;0.9574;0.0497
Mortgage_VAE_2000_6000_8_OCSVM_RBF_0,08_scale;0.9885;0.9187;0.9523;0.0532
Mortgage_VAE_2000_6000_8_OCSVM_RBF_0,09_scale;0.9887;0.9107;0.9481;0.0584
Mortgage_VAE_2000_6000_8_OCSVM_RBF_0,1_scale;0.9894;0.9005;0.9429;0.0715
Mortgage_VAE_2000_6000_8_OCSVM_RBF_0,2_scale;0.9926;0.7932;0.8818;0.1275
Mortgage_VAE_2000_6000_8_OCSVM_RBF_0,3_scale;0.9938;0.6904;0.8148;0.1888
Mortgage_VAE_2000_6000_8_OCSVM_RBF_0,4_scale;0.9949;0.5930;0.7431;0.2482
Mortgage_VAE_2000_6000_8_OCSVM_RBF_0,5_scale;0.9951;0.4909;0.6574;0.3000
Mortgage_VAE_2000_6000_8_OCSVM_RBF_0,6_scale;0.9953;0.3956;0.5661;0.3679
Mortgage_VAE_2000_6000_8_OCSVM_RBF_0,7_scale;0.9954;0.2969;0.4572;0.4194
Mortgage_VAE_2000_6000_8_OCSVM_RBF_0,8_scale;0.9957;0.1991;0.3317;0.4593
Mortgage_VAE_2000_6000_8_OCSVM_RBF_0,9_scale;0.9961;0.1003;0.1821;0.4966
Mortgage_VAE_2000_6000_9_OCSVM_RBF_0,0001_scale;0.5624;0.9983;0.7131;0.0047
Mortgage_VAE_2000_6000_9_OCSVM_RBF_0,0005_scale;0.5614;0.9985;0.7125;0.0048
Mortgage_VAE_2000_6000_9_OCSVM_RBF_0,001_scale;0.5615;0.9986;0.7126;0.0050
Mortgage_VAE_2000_6000_9_OCSVM_RBF_0,005_scale;0.9528;0.9930;0.9724;0.0077
Mortgage_VAE_2000_6000_9_OCSVM_RBF_0,01_scale;0.9701;0.9874;0.9787;0.0101
Mortgage_VAE_2000_6000_9_OCSVM_RBF_0,02_scale;0.9783;0.9768;0.9776;0.0176
