Parameters;Precisao;Revocacao;F1-Score;Tempo
Hunting_VAE_2000_6000_9_OCSVM_RBF_0,0001_scale;0.5223;0.9976;0.6855;0.0054
Hunting_VAE_2000_6000_9_OCSVM_RBF_0,0005_scale;0.5225;0.9985;0.6859;0.0043
Hunting_VAE_2000_6000_9_OCSVM_RBF_0,001_scale;0.5225;0.9985;0.6859;0.0042
Hunting_VAE_2000_6000_9_OCSVM_RBF_0,005_scale;0.7522;0.9938;0.8550;0.0070
Hunting_VAE_2000_6000_9_OCSVM_RBF_0,01_scale;0.8752;0.9847;0.9261;0.0098
Hunting_VAE_2000_6000_9_OCSVM_RBF_0,02_scale;0.9167;0.9717;0.9429;0.0161
Hunting_VAE_2000_6000_9_OCSVM_RBF_0,03_scale;0.9349;0.9578;0.9457;0.0231
Hunting_VAE_2000_6000_9_OCSVM_RBF_0,04_scale;0.9463;0.9446;0.9451;0.0287
Hunting_VAE_2000_6000_9_OCSVM_RBF_0,05_scale;0.9538;0.9310;0.9419;0.0350
Hunting_VAE_2000_6000_9_OCSVM_RBF_0,06_scale;0.9585;0.9171;0.9370;0.0442
Hunting_VAE_2000_6000_9_OCSVM_RBF_0,07_scale;0.9641;0.9033;0.9325;0.0493
Hunting_VAE_2000_6000_9_OCSVM_RBF_0,08_scale;0.9670;0.8901;0.9267;0.0543
Hunting_VAE_2000_6000_9_OCSVM_RBF_0,09_scale;0.9690;0.8764;0.9201;0.0594
Hunting_VAE_2000_6000_9_OCSVM_RBF_0,1_scale;0.9710;0.8653;0.9148;0.0695
Hunting_VAE_2000_6000_9_OCSVM_RBF_0,2_scale;0.9810;0.7379;0.8418;0.1294
Hunting_VAE_2000_6000_9_OCSVM_RBF_0,3_scale;0.9852;0.6195;0.7601;0.1905
Hunting_VAE_2000_6000_9_OCSVM_RBF_0,4_scale;0.9878;0.5177;0.6787;0.2507
Hunting_VAE_2000_6000_9_OCSVM_RBF_0,5_scale;0.9895;0.4248;0.5935;0.3026
Hunting_VAE_2000_6000_9_OCSVM_RBF_0,6_scale;0.9910;0.3341;0.4989;0.3665
Hunting_VAE_2000_6000_9_OCSVM_RBF_0,7_scale;0.9917;0.2497;0.3981;0.4194
Hunting_VAE_2000_6000_9_OCSVM_RBF_0,8_scale;0.9925;0.1709;0.2911;0.4612
Hunting_VAE_2000_6000_9_OCSVM_RBF_0,9_scale;0.9916;0.0850;0.1563;0.4927
Hunting_VAE_2000_6000_10_OCSVM_RBF_0,0001_scale;0.5241;0.9972;0.6870;0.0047
Hunting_VAE_2000_6000_10_OCSVM_RBF_0,0005_scale;0.5235;0.9981;0.6867;0.0046
Hunting_VAE_2000_6000_10_OCSVM_RBF_0,001_scale;0.5237;0.9981;0.6869;0.0046
