Parameters;Precisao;Revocacao;F1-Score;Tempo
Revolution_DistilBERTML_2000_6000_OCSVM_RBF_0,0001_scale;0.9457;0.9035;0.9241;0.7791
Revolution_DistilBERTML_2000_6000_OCSVM_RBF_0,0005_scale;0.9439;0.9090;0.9261;1.0050
Revolution_DistilBERTML_2000_6000_OCSVM_RBF_0,001_scale;0.9436;0.9087;0.9258;1.0496
Revolution_DistilBERTML_2000_6000_OCSVM_RBF_0,005_scale;0.9436;0.9093;0.9261;1.0851
Revolution_DistilBERTML_2000_6000_OCSVM_RBF_0,01_scale;0.9436;0.9090;0.9260;1.1074
Revolution_DistilBERTML_2000_6000_OCSVM_RBF_0,02_scale;0.9437;0.9087;0.9259;1.1454
Revolution_DistilBERTML_2000_6000_OCSVM_RBF_0,03_scale;0.9460;0.9035;0.9243;1.2172
Revolution_DistilBERTML_2000_6000_OCSVM_RBF_0,04_scale;0.9487;0.8968;0.9220;1.3449
Revolution_DistilBERTML_2000_6000_OCSVM_RBF_0,05_scale;0.9514;0.8898;0.9195;1.4993
Revolution_DistilBERTML_2000_6000_OCSVM_RBF_0,06_scale;0.9553;0.8825;0.9175;1.6231
Revolution_DistilBERTML_2000_6000_OCSVM_RBF_0,07_scale;0.9597;0.8730;0.9143;1.7755
Revolution_DistilBERTML_2000_6000_OCSVM_RBF_0,08_scale;0.9634;0.8642;0.9112;1.9526
Revolution_DistilBERTML_2000_6000_OCSVM_RBF_0,09_scale;0.9656;0.8558;0.9073;2.1240
Revolution_DistilBERTML_2000_6000_OCSVM_RBF_0,1_scale;0.9676;0.8485;0.9041;2.2542
Revolution_DistilBERTML_2000_6000_OCSVM_RBF_0,2_scale;0.9803;0.7508;0.8503;3.9367
Revolution_DistilBERTML_2000_6000_OCSVM_RBF_0,3_scale;0.9896;0.6685;0.7980;5.6298
Revolution_DistilBERTML_2000_6000_OCSVM_RBF_0,4_scale;0.9949;0.5797;0.7326;7.1042
Revolution_DistilBERTML_2000_6000_OCSVM_RBF_0,5_scale;0.9976;0.4667;0.6360;8.6855
Revolution_DistilBERTML_2000_6000_OCSVM_RBF_0,6_scale;0.9988;0.3735;0.5437;10.0934
Revolution_DistilBERTML_2000_6000_OCSVM_RBF_0,7_scale;0.9992;0.2700;0.4251;11.5420
Revolution_DistilBERTML_2000_6000_OCSVM_RBF_0,8_scale;0.9997;0.1665;0.2855;13.0199
Revolution_DistilBERTML_2000_6000_OCSVM_RBF_0,9_scale;1.0000;0.0757;0.1408;14.3722
