Parameters;Precisao;Revocacao;F1-Score;Tempo
Halloween_VAE_2000_6000_9_OCSVM_RBF_0,0001_scale;0.6459;0.9968;0.7717;0.0049
Halloween_VAE_2000_6000_9_OCSVM_RBF_0,0005_scale;0.6458;0.9972;0.7719;0.0049
Halloween_VAE_2000_6000_9_OCSVM_RBF_0,001_scale;0.6460;0.9972;0.7720;0.0048
Halloween_VAE_2000_6000_9_OCSVM_RBF_0,005_scale;0.9908;0.9903;0.9905;0.0079
Halloween_VAE_2000_6000_9_OCSVM_RBF_0,01_scale;0.9941;0.9845;0.9893;0.0101
Halloween_VAE_2000_6000_9_OCSVM_RBF_0,02_scale;0.9960;0.9753;0.9855;0.0165
Halloween_VAE_2000_6000_9_OCSVM_RBF_0,03_scale;0.9968;0.9656;0.9809;0.0225
Halloween_VAE_2000_6000_9_OCSVM_RBF_0,04_scale;0.9972;0.9549;0.9756;0.0284
Halloween_VAE_2000_6000_9_OCSVM_RBF_0,05_scale;0.9974;0.9430;0.9694;0.0346
Halloween_VAE_2000_6000_9_OCSVM_RBF_0,06_scale;0.9975;0.9309;0.9630;0.0448
Halloween_VAE_2000_6000_9_OCSVM_RBF_0,07_scale;0.9978;0.9204;0.9575;0.0513
Halloween_VAE_2000_6000_9_OCSVM_RBF_0,08_scale;0.9979;0.9092;0.9515;0.0525
Halloween_VAE_2000_6000_9_OCSVM_RBF_0,09_scale;0.9979;0.8968;0.9446;0.0591
Halloween_VAE_2000_6000_9_OCSVM_RBF_0,1_scale;0.9980;0.8871;0.9393;0.0691
Halloween_VAE_2000_6000_9_OCSVM_RBF_0,2_scale;0.9984;0.7807;0.8761;0.1298
Halloween_VAE_2000_6000_9_OCSVM_RBF_0,3_scale;0.9986;0.6850;0.8122;0.1856
Halloween_VAE_2000_6000_9_OCSVM_RBF_0,4_scale;0.9986;0.5886;0.7401;0.2445
Halloween_VAE_2000_6000_9_OCSVM_RBF_0,5_scale;0.9987;0.4922;0.6588;0.2998
Halloween_VAE_2000_6000_9_OCSVM_RBF_0,6_scale;0.9987;0.3908;0.5613;0.3629
Halloween_VAE_2000_6000_9_OCSVM_RBF_0,7_scale;0.9987;0.2942;0.4539;0.4134
Halloween_VAE_2000_6000_9_OCSVM_RBF_0,8_scale;0.9987;0.2011;0.3340;0.4553
Halloween_VAE_2000_6000_9_OCSVM_RBF_0,9_scale;0.9988;0.0985;0.1789;0.4857
Halloween_VAE_2000_6000_10_OCSVM_RBF_0,0001_scale;0.5804;0.9988;0.7331;0.0045
Halloween_VAE_2000_6000_10_OCSVM_RBF_0,0005_scale;0.5822;0.9988;0.7343;0.0041
Halloween_VAE_2000_6000_10_OCSVM_RBF_0,001_scale;0.5822;0.9988;0.7343;0.0040
Halloween_VAE_2000_6000_10_OCSVM_RBF_0,005_scale;0.9904;0.9912;0.9908;0.0068
Halloween_VAE_2000_6000_10_OCSVM_RBF_0,01_scale;0.9942;0.9850;0.9896;0.0102
Halloween_VAE_2000_6000_10_OCSVM_RBF_0,02_scale;0.9959;0.9746;0.9851;0.0160
Halloween_VAE_2000_6000_10_OCSVM_RBF_0,03_scale;0.9965;0.9648;0.9804;0.0230
Halloween_VAE_2000_6000_10_OCSVM_RBF_0,04_scale;0.9969;0.9537;0.9748;0.0284
Halloween_VAE_2000_6000_10_OCSVM_RBF_0,05_scale;0.9973;0.9425;0.9691;0.0349
Halloween_VAE_2000_6000_10_OCSVM_RBF_0,06_scale;0.9973;0.9318;0.9634;0.0445
Halloween_VAE_2000_6000_10_OCSVM_RBF_0,07_scale;0.9974;0.9218;0.9580;0.0489
Halloween_VAE_2000_6000_10_OCSVM_RBF_0,08_scale;0.9975;0.9109;0.9522;0.0532
Halloween_VAE_2000_6000_10_OCSVM_RBF_0,09_scale;0.9977;0.8999;0.9462;0.0586
Halloween_VAE_2000_6000_10_OCSVM_RBF_0,1_scale;0.9978;0.8902;0.9408;0.0713
