Parameters;Precisao;Revocacao;F1-Score;Tempo
Volleyball_DistilBERTML_2000_6000_OCSVM_RBF_0,0001_scale;0.9981;0.9085;0.9512;0.5973
Volleyball_DistilBERTML_2000_6000_OCSVM_RBF_0,0005_scale;0.9979;0.9107;0.9523;0.6616
Volleyball_DistilBERTML_2000_6000_OCSVM_RBF_0,001_scale;0.9979;0.9105;0.9522;0.6714
Volleyball_DistilBERTML_2000_6000_OCSVM_RBF_0,005_scale;0.9979;0.9107;0.9523;0.7175
Volleyball_DistilBERTML_2000_6000_OCSVM_RBF_0,01_scale;0.9979;0.9107;0.9523;0.7412
Volleyball_DistilBERTML_2000_6000_OCSVM_RBF_0,02_scale;0.9981;0.9048;0.9491;0.8451
Volleyball_DistilBERTML_2000_6000_OCSVM_RBF_0,03_scale;0.9984;0.8982;0.9457;0.9742
Volleyball_DistilBERTML_2000_6000_OCSVM_RBF_0,04_scale;0.9985;0.8888;0.9405;1.1232
Volleyball_DistilBERTML_2000_6000_OCSVM_RBF_0,05_scale;0.9987;0.8788;0.9349;1.2890
Volleyball_DistilBERTML_2000_6000_OCSVM_RBF_0,06_scale;0.9989;0.8675;0.9286;1.5215
Volleyball_DistilBERTML_2000_6000_OCSVM_RBF_0,07_scale;0.9989;0.8588;0.9236;1.6721
Volleyball_DistilBERTML_2000_6000_OCSVM_RBF_0,08_scale;0.9991;0.8482;0.9175;1.7738
Volleyball_DistilBERTML_2000_6000_OCSVM_RBF_0,09_scale;0.9991;0.8380;0.9115;1.9116
Volleyball_DistilBERTML_2000_6000_OCSVM_RBF_0,1_scale;0.9992;0.8243;0.9033;2.0935
Volleyball_DistilBERTML_2000_6000_OCSVM_RBF_0,2_scale;0.9995;0.6953;0.8200;3.7554
Volleyball_DistilBERTML_2000_6000_OCSVM_RBF_0,3_scale;0.9998;0.5805;0.7345;5.4115
Volleyball_DistilBERTML_2000_6000_OCSVM_RBF_0,4_scale;0.9999;0.4703;0.6397;6.9823
Volleyball_DistilBERTML_2000_6000_OCSVM_RBF_0,5_scale;0.9999;0.3710;0.5412;8.5520
Volleyball_DistilBERTML_2000_6000_OCSVM_RBF_0,6_scale;0.9999;0.2772;0.4341;10.1204
Volleyball_DistilBERTML_2000_6000_OCSVM_RBF_0,7_scale;1.0000;0.2085;0.3451;11.5576
Volleyball_DistilBERTML_2000_6000_OCSVM_RBF_0,8_scale;1.0000;0.1447;0.2529;12.9483
Volleyball_DistilBERTML_2000_6000_OCSVM_RBF_0,9_scale;1.0000;0.0825;0.1524;14.3551
