Parameters;Precisao;Revocacao;F1-Score;Tempo
Television_VAE_2000_6000_8_OCSVM_RBF_0,0001_scale;0.6214;0.9942;0.7629;0.0054
Television_VAE_2000_6000_8_OCSVM_RBF_0,0005_scale;0.6230;0.9943;0.7641;0.0047
Television_VAE_2000_6000_8_OCSVM_RBF_0,001_scale;0.6232;0.9943;0.7642;0.0047
Television_VAE_2000_6000_8_OCSVM_RBF_0,005_scale;0.7452;0.9883;0.8475;0.0074
Television_VAE_2000_6000_8_OCSVM_RBF_0,01_scale;0.9266;0.9818;0.9532;0.0106
Television_VAE_2000_6000_8_OCSVM_RBF_0,02_scale;0.9579;0.9678;0.9628;0.0173
Television_VAE_2000_6000_8_OCSVM_RBF_0,03_scale;0.9699;0.9563;0.9630;0.0228
Television_VAE_2000_6000_8_OCSVM_RBF_0,04_scale;0.9746;0.9436;0.9589;0.0292
Television_VAE_2000_6000_8_OCSVM_RBF_0,05_scale;0.9769;0.9344;0.9551;0.0342
Television_VAE_2000_6000_8_OCSVM_RBF_0,06_scale;0.9789;0.9263;0.9519;0.0449
Television_VAE_2000_6000_8_OCSVM_RBF_0,07_scale;0.9804;0.9136;0.9458;0.0494
Television_VAE_2000_6000_8_OCSVM_RBF_0,08_scale;0.9818;0.9003;0.9393;0.0533
Television_VAE_2000_6000_8_OCSVM_RBF_0,09_scale;0.9831;0.8896;0.9340;0.0613
Television_VAE_2000_6000_8_OCSVM_RBF_0,1_scale;0.9839;0.8785;0.9282;0.0697
Television_VAE_2000_6000_8_OCSVM_RBF_0,2_scale;0.9875;0.7524;0.8540;0.1287
Television_VAE_2000_6000_8_OCSVM_RBF_0,3_scale;0.9896;0.6266;0.7672;0.1913
Television_VAE_2000_6000_8_OCSVM_RBF_0,4_scale;0.9900;0.5209;0.6823;0.2488
Television_VAE_2000_6000_8_OCSVM_RBF_0,5_scale;0.9902;0.4277;0.5966;0.3010
Television_VAE_2000_6000_8_OCSVM_RBF_0,6_scale;0.9901;0.3375;0.5021;0.3592
Television_VAE_2000_6000_8_OCSVM_RBF_0,7_scale;0.9903;0.2520;0.4007;0.4178
Television_VAE_2000_6000_8_OCSVM_RBF_0,8_scale;0.9906;0.1642;0.2810;0.4575
Television_VAE_2000_6000_8_OCSVM_RBF_0,9_scale;0.9918;0.0855;0.1570;0.4822
Television_VAE_2000_6000_9_OCSVM_RBF_0,0001_scale;0.6460;0.9953;0.7812;0.0043
Television_VAE_2000_6000_9_OCSVM_RBF_0,0005_scale;0.6461;0.9953;0.7812;0.0041
Television_VAE_2000_6000_9_OCSVM_RBF_0,001_scale;0.6461;0.9953;0.7812;0.0040
Television_VAE_2000_6000_9_OCSVM_RBF_0,005_scale;0.7954;0.9888;0.8800;0.0071
Television_VAE_2000_6000_9_OCSVM_RBF_0,01_scale;0.9411;0.9806;0.9604;0.0100
Television_VAE_2000_6000_9_OCSVM_RBF_0,02_scale;0.9659;0.9672;0.9666;0.0160
Television_VAE_2000_6000_9_OCSVM_RBF_0,03_scale;0.9718;0.9556;0.9636;0.0219
Television_VAE_2000_6000_9_OCSVM_RBF_0,04_scale;0.9753;0.9456;0.9602;0.0278
Television_VAE_2000_6000_9_OCSVM_RBF_0,05_scale;0.9782;0.9352;0.9562;0.0348
Television_VAE_2000_6000_9_OCSVM_RBF_0,06_scale;0.9798;0.9263;0.9523;0.0440
Television_VAE_2000_6000_9_OCSVM_RBF_0,07_scale;0.9813;0.9130;0.9459;0.0466
Television_VAE_2000_6000_9_OCSVM_RBF_0,08_scale;0.9824;0.9003;0.9395;0.0533
Television_VAE_2000_6000_9_OCSVM_RBF_0,09_scale;0.9837;0.8870;0.9328;0.0583
Television_VAE_2000_6000_9_OCSVM_RBF_0,1_scale;0.9846;0.8712;0.9244;0.0701
Television_VAE_2000_6000_9_OCSVM_RBF_0,2_scale;0.9883;0.7505;0.8530;0.1291
Television_VAE_2000_6000_9_OCSVM_RBF_0,3_scale;0.9902;0.6305;0.7704;0.1903
Television_VAE_2000_6000_9_OCSVM_RBF_0,4_scale;0.9906;0.5221;0.6835;0.2462
Television_VAE_2000_6000_9_OCSVM_RBF_0,5_scale;0.9916;0.4215;0.5906;0.2964
Television_VAE_2000_6000_9_OCSVM_RBF_0,6_scale;0.9914;0.3399;0.5053;0.3640
Television_VAE_2000_6000_9_OCSVM_RBF_0,7_scale;0.9908;0.2500;0.3984;0.4173
Television_VAE_2000_6000_9_OCSVM_RBF_0,8_scale;0.9898;0.1633;0.2796;0.4548
Television_VAE_2000_6000_9_OCSVM_RBF_0,9_scale;0.9901;0.0879;0.1611;0.4816
Television_VAE_2000_6000_10_OCSVM_RBF_0,0001_scale;0.7323;0.9942;0.8406;0.0041
Television_VAE_2000_6000_10_OCSVM_RBF_0,0005_scale;0.7333;0.9941;0.8412;0.0040
Television_VAE_2000_6000_10_OCSVM_RBF_0,001_scale;0.7333;0.9941;0.8412;0.0040
Television_VAE_2000_6000_10_OCSVM_RBF_0,005_scale;0.8525;0.9879;0.9144;0.0070
Television_VAE_2000_6000_10_OCSVM_RBF_0,01_scale;0.9465;0.9807;0.9633;0.0106
Television_VAE_2000_6000_10_OCSVM_RBF_0,02_scale;0.9677;0.9679;0.9677;0.0164
Television_VAE_2000_6000_10_OCSVM_RBF_0,03_scale;0.9735;0.9555;0.9644;0.0223
Television_VAE_2000_6000_10_OCSVM_RBF_0,04_scale;0.9771;0.9449;0.9607;0.0289
Television_VAE_2000_6000_10_OCSVM_RBF_0,05_scale;0.9790;0.9356;0.9568;0.0340
Television_VAE_2000_6000_10_OCSVM_RBF_0,06_scale;0.9808;0.9239;0.9515;0.0419
Television_VAE_2000_6000_10_OCSVM_RBF_0,07_scale;0.9824;0.9138;0.9469;0.0488
Television_VAE_2000_6000_10_OCSVM_RBF_0,08_scale;0.9832;0.9022;0.9409;0.0546
Television_VAE_2000_6000_10_OCSVM_RBF_0,09_scale;0.9844;0.8880;0.9337;0.0590
Television_VAE_2000_6000_10_OCSVM_RBF_0,1_scale;0.9849;0.8732;0.9256;0.0693
Television_VAE_2000_6000_10_OCSVM_RBF_0,2_scale;0.9884;0.7461;0.8502;0.1282
