Parameters;Precisao;Revocacao;F1-Score;Tempo
Fishing_VAE_2000_6000_9_OCSVM_RBF_0,0001_scale;0.5741;0.9979;0.7268;0.0049
Fishing_VAE_2000_6000_9_OCSVM_RBF_0,0005_scale;0.5744;0.9982;0.7271;0.0048
Fishing_VAE_2000_6000_9_OCSVM_RBF_0,001_scale;0.5748;0.9983;0.7274;0.0048
Fishing_VAE_2000_6000_9_OCSVM_RBF_0,005_scale;0.7868;0.9953;0.8775;0.0072
Fishing_VAE_2000_6000_9_OCSVM_RBF_0,01_scale;0.9463;0.9890;0.9668;0.0102
Fishing_VAE_2000_6000_9_OCSVM_RBF_0,02_scale;0.9808;0.9756;0.9781;0.0163
Fishing_VAE_2000_6000_9_OCSVM_RBF_0,03_scale;0.9917;0.9625;0.9769;0.0231
Fishing_VAE_2000_6000_9_OCSVM_RBF_0,04_scale;0.9939;0.9464;0.9695;0.0298
Fishing_VAE_2000_6000_9_OCSVM_RBF_0,05_scale;0.9947;0.9324;0.9626;0.0359
Fishing_VAE_2000_6000_9_OCSVM_RBF_0,06_scale;0.9954;0.9197;0.9560;0.0446
Fishing_VAE_2000_6000_9_OCSVM_RBF_0,07_scale;0.9959;0.9077;0.9497;0.0491
Fishing_VAE_2000_6000_9_OCSVM_RBF_0,08_scale;0.9962;0.8948;0.9428;0.0525
Fishing_VAE_2000_6000_9_OCSVM_RBF_0,09_scale;0.9965;0.8833;0.9364;0.0601
Fishing_VAE_2000_6000_9_OCSVM_RBF_0,1_scale;0.9967;0.8726;0.9305;0.0706
Fishing_VAE_2000_6000_9_OCSVM_RBF_0,2_scale;0.9975;0.7570;0.8607;0.1281
Fishing_VAE_2000_6000_9_OCSVM_RBF_0,3_scale;0.9979;0.6499;0.7871;0.1893
Fishing_VAE_2000_6000_9_OCSVM_RBF_0,4_scale;0.9980;0.5420;0.7024;0.2463
Fishing_VAE_2000_6000_9_OCSVM_RBF_0,5_scale;0.9981;0.4444;0.6148;0.3054
Fishing_VAE_2000_6000_9_OCSVM_RBF_0,6_scale;0.9981;0.3522;0.5203;0.3700
Fishing_VAE_2000_6000_9_OCSVM_RBF_0,7_scale;0.9981;0.2628;0.4154;0.4146
