Parameters;Precisao;Revocacao;F1-Score;Tempo
Marathon_DistilBERTML_2000_6000_OCSVM_RBF_0,0001_scale;0.9796;0.8595;0.9156;0.6601
Marathon_DistilBERTML_2000_6000_OCSVM_RBF_0,0005_scale;0.9785;0.8740;0.9233;0.8903
Marathon_DistilBERTML_2000_6000_OCSVM_RBF_0,001_scale;0.9784;0.8738;0.9231;0.9255
Marathon_DistilBERTML_2000_6000_OCSVM_RBF_0,005_scale;0.9783;0.8740;0.9232;0.9926
Marathon_DistilBERTML_2000_6000_OCSVM_RBF_0,01_scale;0.9783;0.8740;0.9232;1.0106
Marathon_DistilBERTML_2000_6000_OCSVM_RBF_0,02_scale;0.9785;0.8700;0.9211;1.0763
Marathon_DistilBERTML_2000_6000_OCSVM_RBF_0,03_scale;0.9793;0.8628;0.9173;1.1743
Marathon_DistilBERTML_2000_6000_OCSVM_RBF_0,04_scale;0.9803;0.8545;0.9131;1.2751
Marathon_DistilBERTML_2000_6000_OCSVM_RBF_0,05_scale;0.9822;0.8445;0.9081;1.4186
Marathon_DistilBERTML_2000_6000_OCSVM_RBF_0,06_scale;0.9839;0.8320;0.9016;1.5966
Marathon_DistilBERTML_2000_6000_OCSVM_RBF_0,07_scale;0.9852;0.8190;0.8944;1.6801
Marathon_DistilBERTML_2000_6000_OCSVM_RBF_0,08_scale;0.9874;0.8055;0.8872;1.8056
Marathon_DistilBERTML_2000_6000_OCSVM_RBF_0,09_scale;0.9888;0.7915;0.8792;1.9854
Marathon_DistilBERTML_2000_6000_OCSVM_RBF_0,1_scale;0.9896;0.7843;0.8750;2.1363
Marathon_DistilBERTML_2000_6000_OCSVM_RBF_0,2_scale;0.9986;0.6305;0.7730;3.7281
Marathon_DistilBERTML_2000_6000_OCSVM_RBF_0,3_scale;0.9996;0.5198;0.6839;5.4145
Marathon_DistilBERTML_2000_6000_OCSVM_RBF_0,4_scale;0.9997;0.4098;0.5813;6.9278
Marathon_DistilBERTML_2000_6000_OCSVM_RBF_0,5_scale;0.9997;0.3175;0.4820;8.4495
Marathon_DistilBERTML_2000_6000_OCSVM_RBF_0,6_scale;1.0000;0.2193;0.3596;9.8765
Marathon_DistilBERTML_2000_6000_OCSVM_RBF_0,7_scale;1.0000;0.1435;0.2510;11.7544
Marathon_DistilBERTML_2000_6000_OCSVM_RBF_0,8_scale;1.0000;0.0710;0.1326;13.2078
Marathon_DistilBERTML_2000_6000_OCSVM_RBF_0,9_scale;1.0000;0.0195;0.0383;14.4748
