Parameters;Precisao;Revocacao;F1-Score;Tempo
Children_DistilBERTML_2000_6000_OCSVM_RBF_0,0001_scale;0.9395;0.9167;0.9280;0.7786
Children_DistilBERTML_2000_6000_OCSVM_RBF_0,0005_scale;0.9379;0.9273;0.9326;1.0793
Children_DistilBERTML_2000_6000_OCSVM_RBF_0,001_scale;0.9379;0.9273;0.9325;1.1261
Children_DistilBERTML_2000_6000_OCSVM_RBF_0,005_scale;0.9379;0.9280;0.9329;1.2625
Children_DistilBERTML_2000_6000_OCSVM_RBF_0,01_scale;0.9379;0.9280;0.9329;1.2391
Children_DistilBERTML_2000_6000_OCSVM_RBF_0,02_scale;0.9380;0.9277;0.9328;1.2667
Children_DistilBERTML_2000_6000_OCSVM_RBF_0,03_scale;0.9386;0.9257;0.9322;1.3296
Children_DistilBERTML_2000_6000_OCSVM_RBF_0,04_scale;0.9403;0.9183;0.9291;1.4081
Children_DistilBERTML_2000_6000_OCSVM_RBF_0,05_scale;0.9433;0.9115;0.9271;1.4867
Children_DistilBERTML_2000_6000_OCSVM_RBF_0,06_scale;0.9456;0.9060;0.9254;1.6552
Children_DistilBERTML_2000_6000_OCSVM_RBF_0,07_scale;0.9484;0.8975;0.9223;1.8156
Children_DistilBERTML_2000_6000_OCSVM_RBF_0,08_scale;0.9509;0.8898;0.9193;1.9656
Children_DistilBERTML_2000_6000_OCSVM_RBF_0,09_scale;0.9528;0.8782;0.9140;2.1068
Children_DistilBERTML_2000_6000_OCSVM_RBF_0,1_scale;0.9549;0.8672;0.9090;2.2938
Children_DistilBERTML_2000_6000_OCSVM_RBF_0,2_scale;0.9707;0.7780;0.8637;3.9477
Children_DistilBERTML_2000_6000_OCSVM_RBF_0,3_scale;0.9767;0.6875;0.8070;5.4843
Children_DistilBERTML_2000_6000_OCSVM_RBF_0,4_scale;0.9802;0.5763;0.7258;7.1352
Children_DistilBERTML_2000_6000_OCSVM_RBF_0,5_scale;0.9832;0.4530;0.6202;8.7877
Children_DistilBERTML_2000_6000_OCSVM_RBF_0,6_scale;0.9846;0.3453;0.5113;10.3346
Children_DistilBERTML_2000_6000_OCSVM_RBF_0,7_scale;0.9864;0.2442;0.3915;11.6297
Children_DistilBERTML_2000_6000_OCSVM_RBF_0,8_scale;0.9852;0.1540;0.2664;13.0227
Children_DistilBERTML_2000_6000_OCSVM_RBF_0,9_scale;0.9843;0.0747;0.1389;14.3633
