Parameters;Precisao;Revocacao;F1-Score;Tempo
Design_DistilBERTML_2000_6000_OCSVM_RBF_0,0001_scale;0.9360;0.9018;0.9185;0.8253
Design_DistilBERTML_2000_6000_OCSVM_RBF_0,0005_scale;0.9347;0.9097;0.9221;1.0568
Design_DistilBERTML_2000_6000_OCSVM_RBF_0,001_scale;0.9348;0.9097;0.9221;1.1278
Design_DistilBERTML_2000_6000_OCSVM_RBF_0,005_scale;0.9348;0.9100;0.9222;1.1640
Design_DistilBERTML_2000_6000_OCSVM_RBF_0,01_scale;0.9347;0.9103;0.9223;1.1825
Design_DistilBERTML_2000_6000_OCSVM_RBF_0,02_scale;0.9353;0.9093;0.9221;1.2276
Design_DistilBERTML_2000_6000_OCSVM_RBF_0,03_scale;0.9368;0.9073;0.9218;1.2821
Design_DistilBERTML_2000_6000_OCSVM_RBF_0,04_scale;0.9403;0.9018;0.9206;1.3977
Design_DistilBERTML_2000_6000_OCSVM_RBF_0,05_scale;0.9440;0.8928;0.9177;1.5682
Design_DistilBERTML_2000_6000_OCSVM_RBF_0,06_scale;0.9476;0.8825;0.9139;1.7544
Design_DistilBERTML_2000_6000_OCSVM_RBF_0,07_scale;0.9508;0.8735;0.9105;1.9038
Design_DistilBERTML_2000_6000_OCSVM_RBF_0,08_scale;0.9530;0.8635;0.9060;2.0532
Design_DistilBERTML_2000_6000_OCSVM_RBF_0,09_scale;0.9546;0.8550;0.9021;2.1497
Design_DistilBERTML_2000_6000_OCSVM_RBF_0,1_scale;0.9560;0.8480;0.8988;2.3672
Design_DistilBERTML_2000_6000_OCSVM_RBF_0,2_scale;0.9681;0.7510;0.8458;4.0030
Design_DistilBERTML_2000_6000_OCSVM_RBF_0,3_scale;0.9743;0.6597;0.7867;5.5842
Design_DistilBERTML_2000_6000_OCSVM_RBF_0,4_scale;0.9784;0.5765;0.7255;7.0887
Design_DistilBERTML_2000_6000_OCSVM_RBF_0,5_scale;0.9806;0.4813;0.6456;8.6440
Design_DistilBERTML_2000_6000_OCSVM_RBF_0,6_scale;0.9817;0.3887;0.5569;10.1993
Design_DistilBERTML_2000_6000_OCSVM_RBF_0,7_scale;0.9825;0.2925;0.4508;11.6101
Design_DistilBERTML_2000_6000_OCSVM_RBF_0,8_scale;0.9857;0.1955;0.3263;13.0008
Design_DistilBERTML_2000_6000_OCSVM_RBF_0,9_scale;0.9912;0.0897;0.1646;14.6521
