Parameters;Precisao;Revocacao;F1-Score;Tempo
Drought_VAE_1991_5975_9_OCSVM_RBF_0,0001_scale;0.6103;0.9985;0.7557;0.0042
Drought_VAE_1991_5975_9_OCSVM_RBF_0,0005_scale;0.6099;0.9985;0.7554;0.0041
Drought_VAE_1991_5975_9_OCSVM_RBF_0,001_scale;0.6104;0.9986;0.7558;0.0040
Drought_VAE_1991_5975_9_OCSVM_RBF_0,005_scale;0.7786;0.9930;0.8713;0.0068
Drought_VAE_1991_5975_9_OCSVM_RBF_0,01_scale;0.8440;0.9860;0.9088;0.0097
Drought_VAE_1991_5975_9_OCSVM_RBF_0,02_scale;0.9150;0.9712;0.9422;0.0160
Drought_VAE_1991_5975_9_OCSVM_RBF_0,03_scale;0.9453;0.9561;0.9507;0.0218
Drought_VAE_1991_5975_9_OCSVM_RBF_0,04_scale;0.9561;0.9452;0.9506;0.0292
Drought_VAE_1991_5975_9_OCSVM_RBF_0,05_scale;0.9628;0.9337;0.9480;0.0345
Drought_VAE_1991_5975_9_OCSVM_RBF_0,06_scale;0.9681;0.9218;0.9444;0.0437
Drought_VAE_1991_5975_9_OCSVM_RBF_0,07_scale;0.9721;0.9113;0.9407;0.0492
Drought_VAE_1991_5975_9_OCSVM_RBF_0,08_scale;0.9742;0.9020;0.9367;0.0526
Drought_VAE_1991_5975_9_OCSVM_RBF_0,09_scale;0.9771;0.8912;0.9322;0.0586
Drought_VAE_1991_5975_9_OCSVM_RBF_0,1_scale;0.9793;0.8816;0.9279;0.0683
Drought_VAE_1991_5975_9_OCSVM_RBF_0,2_scale;0.9880;0.7837;0.8741;0.1290
Drought_VAE_1991_5975_9_OCSVM_RBF_0,3_scale;0.9918;0.6910;0.8145;0.1903
Drought_VAE_1991_5975_9_OCSVM_RBF_0,4_scale;0.9940;0.5986;0.7472;0.2486
Drought_VAE_1991_5975_9_OCSVM_RBF_0,5_scale;0.9946;0.5069;0.6714;0.3058
Drought_VAE_1991_5975_9_OCSVM_RBF_0,6_scale;0.9950;0.4105;0.5810;0.3653
Drought_VAE_1991_5975_9_OCSVM_RBF_0,7_scale;0.9952;0.3133;0.4762;0.4124
Drought_VAE_1991_5975_9_OCSVM_RBF_0,8_scale;0.9958;0.2087;0.3446;0.4556
Drought_VAE_1991_5975_9_OCSVM_RBF_0,9_scale;0.9975;0.1046;0.1891;0.4926
Drought_VAE_1991_5975_10_OCSVM_RBF_0,0001_scale;0.6711;0.9977;0.7998;0.0048
Drought_VAE_1991_5975_10_OCSVM_RBF_0,0005_scale;0.6714;0.9977;0.8000;0.0044
Drought_VAE_1991_5975_10_OCSVM_RBF_0,001_scale;0.6716;0.9977;0.8001;0.0045
Drought_VAE_1991_5975_10_OCSVM_RBF_0,005_scale;0.7974;0.9927;0.8829;0.0070
Drought_VAE_1991_5975_10_OCSVM_RBF_0,01_scale;0.8595;0.9851;0.9172;0.0098
Drought_VAE_1991_5975_10_OCSVM_RBF_0,02_scale;0.9225;0.9682;0.9447;0.0162
Drought_VAE_1991_5975_10_OCSVM_RBF_0,03_scale;0.9420;0.9561;0.9489;0.0231
Drought_VAE_1991_5975_10_OCSVM_RBF_0,04_scale;0.9529;0.9447;0.9487;0.0302
Drought_VAE_1991_5975_10_OCSVM_RBF_0,05_scale;0.9612;0.9315;0.9461;0.0344
Drought_VAE_1991_5975_10_OCSVM_RBF_0,06_scale;0.9660;0.9214;0.9432;0.0453
Drought_VAE_1991_5975_10_OCSVM_RBF_0,07_scale;0.9696;0.9110;0.9393;0.0474
Drought_VAE_1991_5975_10_OCSVM_RBF_0,08_scale;0.9733;0.8999;0.9351;0.0535
Drought_VAE_1991_5975_10_OCSVM_RBF_0,09_scale;0.9757;0.8898;0.9308;0.0586
Drought_VAE_1991_5975_10_OCSVM_RBF_0,1_scale;0.9779;0.8798;0.9262;0.0706
Drought_VAE_1991_5975_10_OCSVM_RBF_0,2_scale;0.9879;0.7797;0.8715;0.1269
Drought_VAE_1991_5975_10_OCSVM_RBF_0,3_scale;0.9914;0.6885;0.8126;0.1898
Drought_VAE_1991_5975_10_OCSVM_RBF_0,4_scale;0.9934;0.5943;0.7436;0.2480
Drought_VAE_1991_5975_10_OCSVM_RBF_0,5_scale;0.9948;0.4992;0.6647;0.2977
Drought_VAE_1991_5975_10_OCSVM_RBF_0,6_scale;0.9954;0.4013;0.5716;0.3679
Drought_VAE_1991_5975_10_OCSVM_RBF_0,7_scale;0.9961;0.3047;0.4661;0.4125
Drought_VAE_1991_5975_10_OCSVM_RBF_0,8_scale;0.9960;0.2017;0.3348;0.4559
Drought_VAE_1991_5975_10_OCSVM_RBF_0,9_scale;0.9950;0.1031;0.1863;0.4862
Drought_VAE_1991_5975_6_OCSVM_RBF_0,0001_scale;0.5692;0.9972;0.7221;0.0052
Drought_VAE_1991_5975_6_OCSVM_RBF_0,0005_scale;0.5661;0.9971;0.7199;0.0054
Drought_VAE_1991_5975_6_OCSVM_RBF_0,001_scale;0.5659;0.9969;0.7197;0.0049
Drought_VAE_1991_5975_6_OCSVM_RBF_0,005_scale;0.6773;0.9931;0.8040;0.0076
Drought_VAE_1991_5975_6_OCSVM_RBF_0,01_scale;0.7911;0.9879;0.8783;0.0112
Drought_VAE_1991_5975_6_OCSVM_RBF_0,02_scale;0.8889;0.9775;0.9310;0.0170
Drought_VAE_1991_5975_6_OCSVM_RBF_0,03_scale;0.9316;0.9653;0.9480;0.0230
Drought_VAE_1991_5975_6_OCSVM_RBF_0,04_scale;0.9514;0.9531;0.9521;0.0306
Drought_VAE_1991_5975_6_OCSVM_RBF_0,05_scale;0.9622;0.9399;0.9509;0.0361
Drought_VAE_1991_5975_6_OCSVM_RBF_0,06_scale;0.9681;0.9308;0.9490;0.0440
Drought_VAE_1991_5975_6_OCSVM_RBF_0,07_scale;0.9722;0.9195;0.9450;0.0484
Drought_VAE_1991_5975_6_OCSVM_RBF_0,08_scale;0.9745;0.9111;0.9417;0.0525
Drought_VAE_1991_5975_6_OCSVM_RBF_0,09_scale;0.9760;0.9019;0.9375;0.0600
Drought_VAE_1991_5975_6_OCSVM_RBF_0,1_scale;0.9780;0.8926;0.9333;0.0709
Drought_VAE_1991_5975_6_OCSVM_RBF_0,2_scale;0.9878;0.8009;0.8846;0.1297
Drought_VAE_1991_5975_6_OCSVM_RBF_0,3_scale;0.9921;0.7026;0.8225;0.1919
Drought_VAE_1991_5975_6_OCSVM_RBF_0,4_scale;0.9940;0.6011;0.7491;0.2475
Drought_VAE_1991_5975_6_OCSVM_RBF_0,5_scale;0.9945;0.5038;0.6686;0.3072
Drought_VAE_1991_5975_6_OCSVM_RBF_0,6_scale;0.9950;0.4069;0.5774;0.3681
Drought_VAE_1991_5975_6_OCSVM_RBF_0,7_scale;0.9961;0.3073;0.4694;0.4104
Drought_VAE_1991_5975_6_OCSVM_RBF_0,8_scale;0.9957;0.2085;0.3446;0.4537
Drought_VAE_1991_5975_6_OCSVM_RBF_0,9_scale;0.9958;0.1130;0.2027;0.4958
Drought_VAE_1991_5975_7_OCSVM_RBF_0,0001_scale;0.6032;0.9973;0.7493;0.0054
Drought_VAE_1991_5975_7_OCSVM_RBF_0,0005_scale;0.6015;0.9975;0.7482;0.0052
Drought_VAE_1991_5975_7_OCSVM_RBF_0,001_scale;0.6017;0.9975;0.7483;0.0051
Drought_VAE_1991_5975_7_OCSVM_RBF_0,005_scale;0.7311;0.9938;0.8413;0.0073
Drought_VAE_1991_5975_7_OCSVM_RBF_0,01_scale;0.8245;0.9860;0.8970;0.0107
Drought_VAE_1991_5975_7_OCSVM_RBF_0,02_scale;0.8848;0.9758;0.9273;0.0175
Drought_VAE_1991_5975_7_OCSVM_RBF_0,03_scale;0.9274;0.9638;0.9450;0.0228
Drought_VAE_1991_5975_7_OCSVM_RBF_0,04_scale;0.9500;0.9496;0.9497;0.0292
Drought_VAE_1991_5975_7_OCSVM_RBF_0,05_scale;0.9618;0.9375;0.9494;0.0351
Drought_VAE_1991_5975_7_OCSVM_RBF_0,06_scale;0.9674;0.9276;0.9470;0.0444
Drought_VAE_1991_5975_7_OCSVM_RBF_0,07_scale;0.9716;0.9191;0.9446;0.0487
Drought_VAE_1991_5975_7_OCSVM_RBF_0,08_scale;0.9753;0.9095;0.9413;0.0542
Drought_VAE_1991_5975_7_OCSVM_RBF_0,09_scale;0.9771;0.9003;0.9371;0.0590
Drought_VAE_1991_5975_7_OCSVM_RBF_0,1_scale;0.9788;0.8902;0.9324;0.0702
Drought_VAE_1991_5975_7_OCSVM_RBF_0,2_scale;0.9885;0.7944;0.8808;0.1259
Drought_VAE_1991_5975_7_OCSVM_RBF_0,3_scale;0.9921;0.6915;0.8150;0.1890
Drought_VAE_1991_5975_7_OCSVM_RBF_0,4_scale;0.9941;0.5974;0.7462;0.2444
