Parameters;Precisao;Revocacao;F1-Score;Tempo
Mining_VAE_2000_6000_8_OCSVM_RBF_0,0001_scale;0.5340;0.9989;0.6947;0.0045
Mining_VAE_2000_6000_8_OCSVM_RBF_0,0005_scale;0.5338;0.9991;0.6946;0.0043
Mining_VAE_2000_6000_8_OCSVM_RBF_0,001_scale;0.5338;0.9991;0.6946;0.0043
Mining_VAE_2000_6000_8_OCSVM_RBF_0,005_scale;0.8778;0.9961;0.9331;0.0068
Mining_VAE_2000_6000_8_OCSVM_RBF_0,01_scale;0.9156;0.9927;0.9524;0.0102
Mining_VAE_2000_6000_8_OCSVM_RBF_0,02_scale;0.9558;0.9833;0.9693;0.0160
Mining_VAE_2000_6000_8_OCSVM_RBF_0,03_scale;0.9713;0.9712;0.9712;0.0224
Mining_VAE_2000_6000_8_OCSVM_RBF_0,04_scale;0.9762;0.9577;0.9668;0.0292
Mining_VAE_2000_6000_8_OCSVM_RBF_0,05_scale;0.9793;0.9441;0.9613;0.0351
Mining_VAE_2000_6000_8_OCSVM_RBF_0,06_scale;0.9814;0.9302;0.9551;0.0451
Mining_VAE_2000_6000_8_OCSVM_RBF_0,07_scale;0.9827;0.9174;0.9489;0.0476
Mining_VAE_2000_6000_8_OCSVM_RBF_0,08_scale;0.9835;0.9044;0.9423;0.0538
Mining_VAE_2000_6000_8_OCSVM_RBF_0,09_scale;0.9843;0.8941;0.9370;0.0594
Mining_VAE_2000_6000_8_OCSVM_RBF_0,1_scale;0.9849;0.8830;0.9312;0.0693
Mining_VAE_2000_6000_8_OCSVM_RBF_0,2_scale;0.9871;0.7831;0.8733;0.1279
Mining_VAE_2000_6000_8_OCSVM_RBF_0,3_scale;0.9877;0.6915;0.8135;0.1882
Mining_VAE_2000_6000_8_OCSVM_RBF_0,4_scale;0.9881;0.5956;0.7431;0.2424
Mining_VAE_2000_6000_8_OCSVM_RBF_0,5_scale;0.9883;0.5000;0.6640;0.2994
Mining_VAE_2000_6000_8_OCSVM_RBF_0,6_scale;0.9889;0.3986;0.5680;0.3639
Mining_VAE_2000_6000_8_OCSVM_RBF_0,7_scale;0.9892;0.2984;0.4584;0.4156
Mining_VAE_2000_6000_8_OCSVM_RBF_0,8_scale;0.9905;0.2015;0.3347;0.4555
Mining_VAE_2000_6000_8_OCSVM_RBF_0,9_scale;0.9898;0.0984;0.1789;0.4893
Mining_VAE_2000_6000_9_OCSVM_RBF_0,0001_scale;0.5390;0.9984;0.6994;0.0046
Mining_VAE_2000_6000_9_OCSVM_RBF_0,0005_scale;0.5387;0.9986;0.6991;0.0044
Mining_VAE_2000_6000_9_OCSVM_RBF_0,001_scale;0.5384;0.9986;0.6989;0.0047
Mining_VAE_2000_6000_9_OCSVM_RBF_0,005_scale;0.9058;0.9951;0.9482;0.0070
Mining_VAE_2000_6000_9_OCSVM_RBF_0,01_scale;0.9419;0.9914;0.9660;0.0101
Mining_VAE_2000_6000_9_OCSVM_RBF_0,02_scale;0.9651;0.9822;0.9735;0.0168
Mining_VAE_2000_6000_9_OCSVM_RBF_0,03_scale;0.9769;0.9686;0.9727;0.0228
Mining_VAE_2000_6000_9_OCSVM_RBF_0,04_scale;0.9807;0.9536;0.9669;0.0283
Mining_VAE_2000_6000_9_OCSVM_RBF_0,05_scale;0.9824;0.9377;0.9595;0.0353
Mining_VAE_2000_6000_9_OCSVM_RBF_0,06_scale;0.9834;0.9242;0.9529;0.0451
Mining_VAE_2000_6000_9_OCSVM_RBF_0,07_scale;0.9842;0.9103;0.9458;0.0505
Mining_VAE_2000_6000_9_OCSVM_RBF_0,08_scale;0.9848;0.8982;0.9395;0.0534
Mining_VAE_2000_6000_9_OCSVM_RBF_0,09_scale;0.9855;0.8862;0.9332;0.0591
Mining_VAE_2000_6000_9_OCSVM_RBF_0,1_scale;0.9859;0.8758;0.9276;0.0696
