Parameters;Precisao;Revocacao;F1-Score;Tempo
Employment_VAE_2000_6000_9_OCSVM_RBF_0,0001_scale;0.6449;0.9988;0.7809;0.0045
Employment_VAE_2000_6000_9_OCSVM_RBF_0,0005_scale;0.6448;0.9989;0.7808;0.0041
Employment_VAE_2000_6000_9_OCSVM_RBF_0,001_scale;0.6448;0.9989;0.7809;0.0043
Employment_VAE_2000_6000_9_OCSVM_RBF_0,005_scale;0.7398;0.9951;0.8457;0.0070
Employment_VAE_2000_6000_9_OCSVM_RBF_0,01_scale;0.8458;0.9907;0.9118;0.0101
Employment_VAE_2000_6000_9_OCSVM_RBF_0,02_scale;0.9295;0.9757;0.9520;0.0162
Employment_VAE_2000_6000_9_OCSVM_RBF_0,03_scale;0.9478;0.9590;0.9533;0.0224
Employment_VAE_2000_6000_9_OCSVM_RBF_0,04_scale;0.9529;0.9463;0.9496;0.0285
Employment_VAE_2000_6000_9_OCSVM_RBF_0,05_scale;0.9580;0.9303;0.9440;0.0348
Employment_VAE_2000_6000_9_OCSVM_RBF_0,06_scale;0.9612;0.9159;0.9380;0.0446
Employment_VAE_2000_6000_9_OCSVM_RBF_0,07_scale;0.9634;0.9012;0.9312;0.0484
Employment_VAE_2000_6000_9_OCSVM_RBF_0,08_scale;0.9652;0.8885;0.9253;0.0527
Employment_VAE_2000_6000_9_OCSVM_RBF_0,09_scale;0.9668;0.8774;0.9199;0.0597
Employment_VAE_2000_6000_9_OCSVM_RBF_0,1_scale;0.9680;0.8646;0.9133;0.0699
Employment_VAE_2000_6000_9_OCSVM_RBF_0,2_scale;0.9763;0.7424;0.8434;0.1306
Employment_VAE_2000_6000_9_OCSVM_RBF_0,3_scale;0.9799;0.6344;0.7701;0.1903
Employment_VAE_2000_6000_9_OCSVM_RBF_0,4_scale;0.9806;0.5442;0.6999;0.2455
Employment_VAE_2000_6000_9_OCSVM_RBF_0,5_scale;0.9820;0.4520;0.6190;0.3014
Employment_VAE_2000_6000_9_OCSVM_RBF_0,6_scale;0.9821;0.3572;0.5238;0.3744
Employment_VAE_2000_6000_9_OCSVM_RBF_0,7_scale;0.9819;0.2707;0.4243;0.4239
Employment_VAE_2000_6000_9_OCSVM_RBF_0,8_scale;0.9822;0.1808;0.3053;0.4616
Employment_VAE_2000_6000_9_OCSVM_RBF_0,9_scale;0.9826;0.0919;0.1679;0.4968
Employment_VAE_2000_6000_10_OCSVM_RBF_0,0001_scale;0.7112;0.9973;0.8279;0.0047
Employment_VAE_2000_6000_10_OCSVM_RBF_0,0005_scale;0.7125;0.9977;0.8290;0.0045
Employment_VAE_2000_6000_10_OCSVM_RBF_0,001_scale;0.7123;0.9977;0.8289;0.0044
Employment_VAE_2000_6000_10_OCSVM_RBF_0,005_scale;0.7958;0.9943;0.8812;0.0072
Employment_VAE_2000_6000_10_OCSVM_RBF_0,01_scale;0.8589;0.9879;0.9167;0.0112
Employment_VAE_2000_6000_10_OCSVM_RBF_0,02_scale;0.9297;0.9751;0.9518;0.0164
Employment_VAE_2000_6000_10_OCSVM_RBF_0,03_scale;0.9459;0.9598;0.9527;0.0230
Employment_VAE_2000_6000_10_OCSVM_RBF_0,04_scale;0.9549;0.9431;0.9489;0.0287
Employment_VAE_2000_6000_10_OCSVM_RBF_0,05_scale;0.9598;0.9264;0.9428;0.0352
Employment_VAE_2000_6000_10_OCSVM_RBF_0,06_scale;0.9624;0.9113;0.9361;0.0459
Employment_VAE_2000_6000_10_OCSVM_RBF_0,07_scale;0.9644;0.8975;0.9297;0.0481
Employment_VAE_2000_6000_10_OCSVM_RBF_0,08_scale;0.9666;0.8847;0.9239;0.0536
Employment_VAE_2000_6000_10_OCSVM_RBF_0,09_scale;0.9688;0.8692;0.9163;0.0594
Employment_VAE_2000_6000_10_OCSVM_RBF_0,1_scale;0.9697;0.8570;0.9098;0.0695
Employment_VAE_2000_6000_10_OCSVM_RBF_0,2_scale;0.9775;0.7388;0.8415;0.1307
Employment_VAE_2000_6000_10_OCSVM_RBF_0,3_scale;0.9803;0.6372;0.7724;0.1926
Employment_VAE_2000_6000_10_OCSVM_RBF_0,4_scale;0.9816;0.5399;0.6966;0.2485
Employment_VAE_2000_6000_10_OCSVM_RBF_0,5_scale;0.9821;0.4443;0.6119;0.3041
Employment_VAE_2000_6000_10_OCSVM_RBF_0,6_scale;0.9825;0.3594;0.5262;0.3699
Employment_VAE_2000_6000_10_OCSVM_RBF_0,7_scale;0.9839;0.2729;0.4273;0.4179
Employment_VAE_2000_6000_10_OCSVM_RBF_0,8_scale;0.9834;0.1821;0.3072;0.4575
Employment_VAE_2000_6000_10_OCSVM_RBF_0,9_scale;0.9818;0.0906;0.1658;0.4972
Employment_VAE_2000_6000_6_OCSVM_RBF_0,0001_scale;0.5314;0.9986;0.6936;0.0047
Employment_VAE_2000_6000_6_OCSVM_RBF_0,0005_scale;0.5309;0.9988;0.6932;0.0044
Employment_VAE_2000_6000_6_OCSVM_RBF_0,001_scale;0.5310;0.9988;0.6933;0.0045
Employment_VAE_2000_6000_6_OCSVM_RBF_0,005_scale;0.5731;0.9953;0.7270;0.0074
Employment_VAE_2000_6000_6_OCSVM_RBF_0,01_scale;0.7704;0.9899;0.8655;0.0108
Employment_VAE_2000_6000_6_OCSVM_RBF_0,02_scale;0.9186;0.9749;0.9459;0.0169
Employment_VAE_2000_6000_6_OCSVM_RBF_0,03_scale;0.9404;0.9603;0.9502;0.0223
Employment_VAE_2000_6000_6_OCSVM_RBF_0,04_scale;0.9493;0.9488;0.9490;0.0291
Employment_VAE_2000_6000_6_OCSVM_RBF_0,05_scale;0.9540;0.9388;0.9463;0.0356
Employment_VAE_2000_6000_6_OCSVM_RBF_0,06_scale;0.9577;0.9276;0.9424;0.0471
Employment_VAE_2000_6000_6_OCSVM_RBF_0,07_scale;0.9607;0.9166;0.9381;0.0484
Employment_VAE_2000_6000_6_OCSVM_RBF_0,08_scale;0.9636;0.9063;0.9341;0.0527
Employment_VAE_2000_6000_6_OCSVM_RBF_0,09_scale;0.9659;0.8933;0.9282;0.0582
Employment_VAE_2000_6000_6_OCSVM_RBF_0,1_scale;0.9681;0.8816;0.9228;0.0687
Employment_VAE_2000_6000_6_OCSVM_RBF_0,2_scale;0.9769;0.7598;0.8548;0.1280
