Parameters;Precisao;Revocacao;F1-Score;Tempo
Loans_VAE_2000_6000_8_OCSVM_RBF_0,0001_scale;0.7510;0.9980;0.8514;0.0055
Loans_VAE_2000_6000_8_OCSVM_RBF_0,0005_scale;0.7523;0.9981;0.8522;0.0052
Loans_VAE_2000_6000_8_OCSVM_RBF_0,001_scale;0.7525;0.9981;0.8524;0.0054
Loans_VAE_2000_6000_8_OCSVM_RBF_0,005_scale;0.8729;0.9927;0.9279;0.0076
Loans_VAE_2000_6000_8_OCSVM_RBF_0,01_scale;0.9362;0.9885;0.9616;0.0109
Loans_VAE_2000_6000_8_OCSVM_RBF_0,02_scale;0.9655;0.9792;0.9723;0.0171
Loans_VAE_2000_6000_8_OCSVM_RBF_0,03_scale;0.9748;0.9701;0.9724;0.0242
Loans_VAE_2000_6000_8_OCSVM_RBF_0,04_scale;0.9808;0.9588;0.9697;0.0305
Loans_VAE_2000_6000_8_OCSVM_RBF_0,05_scale;0.9828;0.9500;0.9661;0.0346
Loans_VAE_2000_6000_8_OCSVM_RBF_0,06_scale;0.9848;0.9388;0.9612;0.0436
Loans_VAE_2000_6000_8_OCSVM_RBF_0,07_scale;0.9864;0.9295;0.9571;0.0478
Loans_VAE_2000_6000_8_OCSVM_RBF_0,08_scale;0.9872;0.9194;0.9521;0.0523
Loans_VAE_2000_6000_8_OCSVM_RBF_0,09_scale;0.9878;0.9122;0.9485;0.0590
Loans_VAE_2000_6000_8_OCSVM_RBF_0,1_scale;0.9884;0.9030;0.9438;0.0700
Loans_VAE_2000_6000_8_OCSVM_RBF_0,2_scale;0.9908;0.8188;0.8966;0.1261
Loans_VAE_2000_6000_8_OCSVM_RBF_0,3_scale;0.9925;0.7317;0.8423;0.1903
Loans_VAE_2000_6000_8_OCSVM_RBF_0,4_scale;0.9933;0.6363;0.7756;0.2445
Loans_VAE_2000_6000_8_OCSVM_RBF_0,5_scale;0.9939;0.5333;0.6938;0.2969
Loans_VAE_2000_6000_8_OCSVM_RBF_0,6_scale;0.9944;0.4352;0.6050;0.3660
Loans_VAE_2000_6000_8_OCSVM_RBF_0,7_scale;0.9941;0.3317;0.4971;0.4147
Loans_VAE_2000_6000_8_OCSVM_RBF_0,8_scale;0.9939;0.2254;0.3671;0.4541
Loans_VAE_2000_6000_8_OCSVM_RBF_0,9_scale;0.9953;0.1140;0.2045;0.4925
Loans_VAE_2000_6000_9_OCSVM_RBF_0,0001_scale;0.8088;0.9989;0.8917;0.0047
Loans_VAE_2000_6000_9_OCSVM_RBF_0,0005_scale;0.8061;0.9990;0.8900;0.0044
Loans_VAE_2000_6000_9_OCSVM_RBF_0,001_scale;0.8051;0.9989;0.8894;0.0042
Loans_VAE_2000_6000_9_OCSVM_RBF_0,005_scale;0.9122;0.9921;0.9501;0.0071
Loans_VAE_2000_6000_9_OCSVM_RBF_0,01_scale;0.9555;0.9859;0.9704;0.0100
Loans_VAE_2000_6000_9_OCSVM_RBF_0,02_scale;0.9723;0.9754;0.9738;0.0165
Loans_VAE_2000_6000_9_OCSVM_RBF_0,03_scale;0.9784;0.9656;0.9719;0.0224
Loans_VAE_2000_6000_9_OCSVM_RBF_0,04_scale;0.9815;0.9563;0.9687;0.0291
Loans_VAE_2000_6000_9_OCSVM_RBF_0,05_scale;0.9832;0.9480;0.9653;0.0343
Loans_VAE_2000_6000_9_OCSVM_RBF_0,06_scale;0.9851;0.9372;0.9605;0.0461
Loans_VAE_2000_6000_9_OCSVM_RBF_0,07_scale;0.9862;0.9271;0.9558;0.0498
Loans_VAE_2000_6000_9_OCSVM_RBF_0,08_scale;0.9871;0.9163;0.9504;0.0532
Loans_VAE_2000_6000_9_OCSVM_RBF_0,09_scale;0.9882;0.9067;0.9457;0.0581
Loans_VAE_2000_6000_9_OCSVM_RBF_0,1_scale;0.9885;0.8994;0.9418;0.0683
Loans_VAE_2000_6000_9_OCSVM_RBF_0,2_scale;0.9915;0.8084;0.8906;0.1277
Loans_VAE_2000_6000_9_OCSVM_RBF_0,3_scale;0.9929;0.7153;0.8315;0.1875
Loans_VAE_2000_6000_9_OCSVM_RBF_0,4_scale;0.9940;0.6220;0.7651;0.2437
Loans_VAE_2000_6000_9_OCSVM_RBF_0,5_scale;0.9946;0.5233;0.6856;0.3024
Loans_VAE_2000_6000_9_OCSVM_RBF_0,6_scale;0.9950;0.4252;0.5954;0.3700
Loans_VAE_2000_6000_9_OCSVM_RBF_0,7_scale;0.9948;0.3261;0.4906;0.4166
Loans_VAE_2000_6000_9_OCSVM_RBF_0,8_scale;0.9944;0.2169;0.3556;0.4573
Loans_VAE_2000_6000_9_OCSVM_RBF_0,9_scale;0.9932;0.1100;0.1978;0.4954
Loans_VAE_2000_6000_10_OCSVM_RBF_0,0001_scale;0.7951;0.9992;0.8809;0.0043
Loans_VAE_2000_6000_10_OCSVM_RBF_0,0005_scale;0.7944;0.9993;0.8805;0.0045
Loans_VAE_2000_6000_10_OCSVM_RBF_0,001_scale;0.7942;0.9993;0.8804;0.0043
Loans_VAE_2000_6000_10_OCSVM_RBF_0,005_scale;0.9007;0.9927;0.9432;0.0073
Loans_VAE_2000_6000_10_OCSVM_RBF_0,01_scale;0.9582;0.9867;0.9722;0.0103
Loans_VAE_2000_6000_10_OCSVM_RBF_0,02_scale;0.9732;0.9773;0.9752;0.0165
Loans_VAE_2000_6000_10_OCSVM_RBF_0,03_scale;0.9803;0.9679;0.9740;0.0229
Loans_VAE_2000_6000_10_OCSVM_RBF_0,04_scale;0.9832;0.9583;0.9706;0.0286
Loans_VAE_2000_6000_10_OCSVM_RBF_0,05_scale;0.9850;0.9490;0.9666;0.0341
Loans_VAE_2000_6000_10_OCSVM_RBF_0,06_scale;0.9863;0.9396;0.9624;0.0437
Loans_VAE_2000_6000_10_OCSVM_RBF_0,07_scale;0.9875;0.9292;0.9575;0.0480
Loans_VAE_2000_6000_10_OCSVM_RBF_0,08_scale;0.9883;0.9201;0.9530;0.0534
Loans_VAE_2000_6000_10_OCSVM_RBF_0,09_scale;0.9888;0.9109;0.9483;0.0583
Loans_VAE_2000_6000_10_OCSVM_RBF_0,1_scale;0.9896;0.9012;0.9433;0.0719
Loans_VAE_2000_6000_10_OCSVM_RBF_0,2_scale;0.9921;0.8117;0.8929;0.1247
Loans_VAE_2000_6000_10_OCSVM_RBF_0,3_scale;0.9932;0.7236;0.8372;0.1887
Loans_VAE_2000_6000_10_OCSVM_RBF_0,4_scale;0.9936;0.6328;0.7731;0.2486
Loans_VAE_2000_6000_10_OCSVM_RBF_0,5_scale;0.9944;0.5310;0.6922;0.3030
Loans_VAE_2000_6000_10_OCSVM_RBF_0,6_scale;0.9944;0.4237;0.5941;0.3646
Loans_VAE_2000_6000_10_OCSVM_RBF_0,7_scale;0.9949;0.3141;0.4772;0.4173
Loans_VAE_2000_6000_10_OCSVM_RBF_0,8_scale;0.9948;0.2031;0.3370;0.4541
Loans_VAE_2000_6000_10_OCSVM_RBF_0,9_scale;0.9960;0.1004;0.1821;0.4933
Loans_VAE_2000_6000_6_OCSVM_RBF_0,0001_scale;0.5744;0.9730;0.7170;0.0051
Loans_VAE_2000_6000_6_OCSVM_RBF_0,0005_scale;0.5795;0.9929;0.7286;0.0053
Loans_VAE_2000_6000_6_OCSVM_RBF_0,001_scale;0.5812;0.9968;0.7312;0.0050
Loans_VAE_2000_6000_6_OCSVM_RBF_0,005_scale;0.6691;0.9934;0.7961;0.0075
Loans_VAE_2000_6000_6_OCSVM_RBF_0,01_scale;0.8429;0.9889;0.9094;0.0109
Loans_VAE_2000_6000_6_OCSVM_RBF_0,02_scale;0.9316;0.9831;0.9562;0.0167
Loans_VAE_2000_6000_6_OCSVM_RBF_0,03_scale;0.9607;0.9728;0.9664;0.0228
Loans_VAE_2000_6000_6_OCSVM_RBF_0,04_scale;0.9680;0.9631;0.9653;0.0289
Loans_VAE_2000_6000_6_OCSVM_RBF_0,05_scale;0.9725;0.9514;0.9616;0.0359
Loans_VAE_2000_6000_6_OCSVM_RBF_0,06_scale;0.9746;0.9408;0.9572;0.0447
Loans_VAE_2000_6000_6_OCSVM_RBF_0,07_scale;0.9768;0.9312;0.9533;0.0486
Loans_VAE_2000_6000_6_OCSVM_RBF_0,08_scale;0.9791;0.9236;0.9504;0.0532
Loans_VAE_2000_6000_6_OCSVM_RBF_0,09_scale;0.9808;0.9136;0.9459;0.0608
Loans_VAE_2000_6000_6_OCSVM_RBF_0,1_scale;0.9815;0.9058;0.9421;0.0704
Loans_VAE_2000_6000_6_OCSVM_RBF_0,2_scale;0.9870;0.8198;0.8956;0.1269
Loans_VAE_2000_6000_6_OCSVM_RBF_0,3_scale;0.9896;0.7308;0.8407;0.1882
Loans_VAE_2000_6000_6_OCSVM_RBF_0,4_scale;0.9903;0.6335;0.7727;0.2464
Loans_VAE_2000_6000_6_OCSVM_RBF_0,5_scale;0.9916;0.5319;0.6923;0.3013
Loans_VAE_2000_6000_6_OCSVM_RBF_0,6_scale;0.9923;0.4268;0.5967;0.3670
Loans_VAE_2000_6000_6_OCSVM_RBF_0,7_scale;0.9934;0.3268;0.4916;0.4162
Loans_VAE_2000_6000_6_OCSVM_RBF_0,8_scale;0.9936;0.2207;0.3610;0.4594
Loans_VAE_2000_6000_6_OCSVM_RBF_0,9_scale;0.9947;0.1127;0.2021;0.4955
Loans_VAE_2000_6000_7_OCSVM_RBF_0,0001_scale;0.6157;0.9988;0.7578;0.0046
Loans_VAE_2000_6000_7_OCSVM_RBF_0,0005_scale;0.6152;0.9989;0.7575;0.0044
Loans_VAE_2000_6000_7_OCSVM_RBF_0,001_scale;0.6152;0.9990;0.7575;0.0045
