Parameters;Precisao;Revocacao;F1-Score;Tempo
Social-media_DistilBERTML_2000_6000_OCSVM_RBF_0,0001_scale;0.9491;0.9250;0.9369;0.7401
Social-media_DistilBERTML_2000_6000_OCSVM_RBF_0,0005_scale;0.9479;0.9307;0.9393;0.9457
Social-media_DistilBERTML_2000_6000_OCSVM_RBF_0,001_scale;0.9481;0.9307;0.9393;0.9806
Social-media_DistilBERTML_2000_6000_OCSVM_RBF_0,005_scale;0.9479;0.9305;0.9391;1.0214
Social-media_DistilBERTML_2000_6000_OCSVM_RBF_0,01_scale;0.9479;0.9305;0.9391;1.0438
Social-media_DistilBERTML_2000_6000_OCSVM_RBF_0,02_scale;0.9481;0.9295;0.9387;1.1216
Social-media_DistilBERTML_2000_6000_OCSVM_RBF_0,03_scale;0.9499;0.9253;0.9374;1.1928
Social-media_DistilBERTML_2000_6000_OCSVM_RBF_0,04_scale;0.9538;0.9195;0.9363;1.2758
Social-media_DistilBERTML_2000_6000_OCSVM_RBF_0,05_scale;0.9582;0.9107;0.9339;1.3980
Social-media_DistilBERTML_2000_6000_OCSVM_RBF_0,06_scale;0.9620;0.8998;0.9299;1.5752
Social-media_DistilBERTML_2000_6000_OCSVM_RBF_0,07_scale;0.9646;0.8898;0.9257;1.7424
Social-media_DistilBERTML_2000_6000_OCSVM_RBF_0,08_scale;0.9662;0.8795;0.9208;1.9268
Social-media_DistilBERTML_2000_6000_OCSVM_RBF_0,09_scale;0.9681;0.8708;0.9168;2.0559
Social-media_DistilBERTML_2000_6000_OCSVM_RBF_0,1_scale;0.9706;0.8605;0.9122;2.2252
Social-media_DistilBERTML_2000_6000_OCSVM_RBF_0,2_scale;0.9836;0.7635;0.8597;3.8213
Social-media_DistilBERTML_2000_6000_OCSVM_RBF_0,3_scale;0.9900;0.6555;0.7887;5.5835
Social-media_DistilBERTML_2000_6000_OCSVM_RBF_0,4_scale;0.9933;0.5473;0.7057;7.0891
Social-media_DistilBERTML_2000_6000_OCSVM_RBF_0,5_scale;0.9951;0.4405;0.6107;8.6628
Social-media_DistilBERTML_2000_6000_OCSVM_RBF_0,6_scale;0.9958;0.3550;0.5234;10.0803
Social-media_DistilBERTML_2000_6000_OCSVM_RBF_0,7_scale;0.9965;0.2582;0.4102;11.5076
Social-media_DistilBERTML_2000_6000_OCSVM_RBF_0,8_scale;0.9968;0.1765;0.2999;12.9734
Social-media_DistilBERTML_2000_6000_OCSVM_RBF_0,9_scale;0.9963;0.0877;0.1613;14.3505
