Parameters;Precisao;Revocacao;F1-Score;Tempo
Marathon_VAE_2000_6000_8_OCSVM_RBF_0,0001_scale;0.6768;0.9964;0.8052;0.0051
Marathon_VAE_2000_6000_8_OCSVM_RBF_0,0005_scale;0.6756;0.9967;0.8045;0.0051
Marathon_VAE_2000_6000_8_OCSVM_RBF_0,001_scale;0.6755;0.9968;0.8045;0.0045
Marathon_VAE_2000_6000_8_OCSVM_RBF_0,005_scale;0.7440;0.9937;0.8494;0.0073
Marathon_VAE_2000_6000_8_OCSVM_RBF_0,01_scale;0.7997;0.9892;0.8833;0.0103
Marathon_VAE_2000_6000_8_OCSVM_RBF_0,02_scale;0.9427;0.9713;0.9562;0.0162
Marathon_VAE_2000_6000_8_OCSVM_RBF_0,03_scale;0.9747;0.9506;0.9624;0.0218
Marathon_VAE_2000_6000_8_OCSVM_RBF_0,04_scale;0.9838;0.9321;0.9571;0.0293
Marathon_VAE_2000_6000_8_OCSVM_RBF_0,05_scale;0.9882;0.9187;0.9521;0.0362
Marathon_VAE_2000_6000_8_OCSVM_RBF_0,06_scale;0.9905;0.9064;0.9465;0.0425
Marathon_VAE_2000_6000_8_OCSVM_RBF_0,07_scale;0.9923;0.8948;0.9409;0.0490
Marathon_VAE_2000_6000_8_OCSVM_RBF_0,08_scale;0.9941;0.8817;0.9344;0.0543
Marathon_VAE_2000_6000_8_OCSVM_RBF_0,09_scale;0.9947;0.8699;0.9280;0.0632
Marathon_VAE_2000_6000_8_OCSVM_RBF_0,1_scale;0.9955;0.8593;0.9223;0.0689
Marathon_VAE_2000_6000_8_OCSVM_RBF_0,2_scale;0.9978;0.7468;0.8542;0.1288
Marathon_VAE_2000_6000_8_OCSVM_RBF_0,3_scale;0.9984;0.6364;0.7773;0.1916
Marathon_VAE_2000_6000_8_OCSVM_RBF_0,4_scale;0.9987;0.5315;0.6936;0.2480
Marathon_VAE_2000_6000_8_OCSVM_RBF_0,5_scale;0.9987;0.4315;0.6025;0.3000
Marathon_VAE_2000_6000_8_OCSVM_RBF_0,6_scale;0.9989;0.3368;0.5034;0.3703
Marathon_VAE_2000_6000_8_OCSVM_RBF_0,7_scale;0.9990;0.2513;0.4010;0.4195
Marathon_VAE_2000_6000_8_OCSVM_RBF_0,8_scale;0.9991;0.1647;0.2822;0.4613
Marathon_VAE_2000_6000_8_OCSVM_RBF_0,9_scale;0.9993;0.0830;0.1529;0.4982
Marathon_VAE_2000_6000_9_OCSVM_RBF_0,0001_scale;0.7371;0.9802;0.8371;0.0061
Marathon_VAE_2000_6000_9_OCSVM_RBF_0,0005_scale;0.7351;0.9917;0.8410;0.0059
Marathon_VAE_2000_6000_9_OCSVM_RBF_0,001_scale;0.7366;0.9956;0.8436;0.0059
Marathon_VAE_2000_6000_9_OCSVM_RBF_0,005_scale;0.8139;0.9923;0.8897;0.0078
Marathon_VAE_2000_6000_9_OCSVM_RBF_0,01_scale;0.8662;0.9823;0.9151;0.0114
Marathon_VAE_2000_6000_9_OCSVM_RBF_0,02_scale;0.9326;0.9651;0.9464;0.0169
Marathon_VAE_2000_6000_9_OCSVM_RBF_0,03_scale;0.9592;0.9490;0.9533;0.0236
Marathon_VAE_2000_6000_9_OCSVM_RBF_0,04_scale;0.9761;0.9335;0.9539;0.0288
Marathon_VAE_2000_6000_9_OCSVM_RBF_0,05_scale;0.9835;0.9197;0.9503;0.0360
Marathon_VAE_2000_6000_9_OCSVM_RBF_0,06_scale;0.9872;0.9072;0.9454;0.0437
Marathon_VAE_2000_6000_9_OCSVM_RBF_0,07_scale;0.9896;0.8955;0.9401;0.0498
Marathon_VAE_2000_6000_9_OCSVM_RBF_0,08_scale;0.9914;0.8819;0.9333;0.0548
Marathon_VAE_2000_6000_9_OCSVM_RBF_0,09_scale;0.9921;0.8710;0.9275;0.0604
Marathon_VAE_2000_6000_9_OCSVM_RBF_0,1_scale;0.9928;0.8605;0.9218;0.0682
Marathon_VAE_2000_6000_9_OCSVM_RBF_0,2_scale;0.9968;0.7568;0.8603;0.1300
Marathon_VAE_2000_6000_9_OCSVM_RBF_0,3_scale;0.9979;0.6491;0.7864;0.1827
Marathon_VAE_2000_6000_9_OCSVM_RBF_0,4_scale;0.9985;0.5425;0.7027;0.2421
Marathon_VAE_2000_6000_9_OCSVM_RBF_0,5_scale;0.9989;0.4383;0.6089;0.2960
Marathon_VAE_2000_6000_9_OCSVM_RBF_0,6_scale;0.9996;0.3443;0.5118;0.3654
Marathon_VAE_2000_6000_9_OCSVM_RBF_0,7_scale;0.9997;0.2545;0.4054;0.4077
Marathon_VAE_2000_6000_9_OCSVM_RBF_0,8_scale;0.9997;0.1703;0.2907;0.4531
Marathon_VAE_2000_6000_9_OCSVM_RBF_0,9_scale;0.9996;0.0844;0.1555;0.4859
Marathon_VAE_2000_6000_10_OCSVM_RBF_0,0001_scale;0.8056;0.9970;0.8905;0.0045
Marathon_VAE_2000_6000_10_OCSVM_RBF_0,0005_scale;0.8001;0.9972;0.8872;0.0044
Marathon_VAE_2000_6000_10_OCSVM_RBF_0,001_scale;0.8001;0.9974;0.8873;0.0043
Marathon_VAE_2000_6000_10_OCSVM_RBF_0,005_scale;0.8903;0.9908;0.9370;0.0073
Marathon_VAE_2000_6000_10_OCSVM_RBF_0,01_scale;0.9200;0.9841;0.9506;0.0105
Marathon_VAE_2000_6000_10_OCSVM_RBF_0,02_scale;0.9668;0.9667;0.9667;0.0172
Marathon_VAE_2000_6000_10_OCSVM_RBF_0,03_scale;0.9802;0.9440;0.9617;0.0217
Marathon_VAE_2000_6000_10_OCSVM_RBF_0,04_scale;0.9865;0.9266;0.9556;0.0281
Marathon_VAE_2000_6000_10_OCSVM_RBF_0,05_scale;0.9894;0.9153;0.9509;0.0343
Marathon_VAE_2000_6000_10_OCSVM_RBF_0,06_scale;0.9914;0.9010;0.9440;0.0439
Marathon_VAE_2000_6000_10_OCSVM_RBF_0,07_scale;0.9926;0.8887;0.9377;0.0465
Marathon_VAE_2000_6000_10_OCSVM_RBF_0,08_scale;0.9936;0.8762;0.9312;0.0539
Marathon_VAE_2000_6000_10_OCSVM_RBF_0,09_scale;0.9943;0.8652;0.9253;0.0580
Marathon_VAE_2000_6000_10_OCSVM_RBF_0,1_scale;0.9948;0.8543;0.9192;0.0697
Marathon_VAE_2000_6000_10_OCSVM_RBF_0,2_scale;0.9975;0.7495;0.8558;0.1271
Marathon_VAE_2000_6000_10_OCSVM_RBF_0,3_scale;0.9984;0.6405;0.7803;0.1845
Marathon_VAE_2000_6000_10_OCSVM_RBF_0,4_scale;0.9988;0.5328;0.6948;0.2467
Marathon_VAE_2000_6000_10_OCSVM_RBF_0,5_scale;0.9988;0.4341;0.6051;0.2954
