Parameters;Precisao;Revocacao;F1-Score;Tempo
Adoption_DistilBERTML_2000_6000_OCSVM_RBF_0,0001_scale;0.7290;0.9038;0.8070;0.8510
Adoption_DistilBERTML_2000_6000_OCSVM_RBF_0,0005_scale;0.7222;0.9130;0.8064;1.1119
Adoption_DistilBERTML_2000_6000_OCSVM_RBF_0,001_scale;0.7217;0.9137;0.8064;1.2237
Adoption_DistilBERTML_2000_6000_OCSVM_RBF_0,005_scale;0.7216;0.9140;0.8065;1.2925
Adoption_DistilBERTML_2000_6000_OCSVM_RBF_0,01_scale;0.7216;0.9140;0.8065;1.3066
Adoption_DistilBERTML_2000_6000_OCSVM_RBF_0,02_scale;0.7216;0.9140;0.8065;1.3318
Adoption_DistilBERTML_2000_6000_OCSVM_RBF_0,03_scale;0.7223;0.9130;0.8065;1.3867
Adoption_DistilBERTML_2000_6000_OCSVM_RBF_0,04_scale;0.7249;0.9093;0.8066;1.4617
Adoption_DistilBERTML_2000_6000_OCSVM_RBF_0,05_scale;0.7304;0.9015;0.8070;1.5909
Adoption_DistilBERTML_2000_6000_OCSVM_RBF_0,06_scale;0.7378;0.8928;0.8079;1.7005
Adoption_DistilBERTML_2000_6000_OCSVM_RBF_0,07_scale;0.7446;0.8850;0.8088;1.8641
Adoption_DistilBERTML_2000_6000_OCSVM_RBF_0,08_scale;0.7514;0.8772;0.8094;1.9888
Adoption_DistilBERTML_2000_6000_OCSVM_RBF_0,09_scale;0.7580;0.8625;0.8069;2.1061
Adoption_DistilBERTML_2000_6000_OCSVM_RBF_0,1_scale;0.7659;0.8528;0.8070;2.2571
Adoption_DistilBERTML_2000_6000_OCSVM_RBF_0,2_scale;0.8351;0.7538;0.7923;3.8942
Adoption_DistilBERTML_2000_6000_OCSVM_RBF_0,3_scale;0.8816;0.6607;0.7554;5.5452
Adoption_DistilBERTML_2000_6000_OCSVM_RBF_0,4_scale;0.9220;0.5505;0.6894;7.1561
Adoption_DistilBERTML_2000_6000_OCSVM_RBF_0,5_scale;0.9523;0.4440;0.6056;8.6888
Adoption_DistilBERTML_2000_6000_OCSVM_RBF_0,6_scale;0.9722;0.3495;0.5142;10.4125
Adoption_DistilBERTML_2000_6000_OCSVM_RBF_0,7_scale;0.9868;0.2615;0.4134;11.6448
Adoption_DistilBERTML_2000_6000_OCSVM_RBF_0,8_scale;0.9944;0.1605;0.2764;12.9145
Adoption_DistilBERTML_2000_6000_OCSVM_RBF_0,9_scale;0.9968;0.0845;0.1558;14.2646
