Parameters;Precisao;Revocacao;F1-Score;Tempo
Voting_DistilBERTML_2000_6000_OCSVM_RBF_0,0001_scale;0.9569;0.9370;0.9469;0.6897
Voting_DistilBERTML_2000_6000_OCSVM_RBF_0,0005_scale;0.9556;0.9447;0.9502;0.8999
Voting_DistilBERTML_2000_6000_OCSVM_RBF_0,001_scale;0.9558;0.9447;0.9502;0.9111
Voting_DistilBERTML_2000_6000_OCSVM_RBF_0,005_scale;0.9557;0.9450;0.9503;0.9456
Voting_DistilBERTML_2000_6000_OCSVM_RBF_0,01_scale;0.9557;0.9450;0.9503;0.9652
Voting_DistilBERTML_2000_6000_OCSVM_RBF_0,02_scale;0.9563;0.9450;0.9506;0.9991
Voting_DistilBERTML_2000_6000_OCSVM_RBF_0,03_scale;0.9584;0.9410;0.9496;1.0772
Voting_DistilBERTML_2000_6000_OCSVM_RBF_0,04_scale;0.9616;0.9335;0.9473;1.1501
Voting_DistilBERTML_2000_6000_OCSVM_RBF_0,05_scale;0.9650;0.9245;0.9443;1.3462
Voting_DistilBERTML_2000_6000_OCSVM_RBF_0,06_scale;0.9678;0.9170;0.9417;1.5455
Voting_DistilBERTML_2000_6000_OCSVM_RBF_0,07_scale;0.9712;0.9070;0.9380;1.6870
Voting_DistilBERTML_2000_6000_OCSVM_RBF_0,08_scale;0.9745;0.8998;0.9356;1.8478
Voting_DistilBERTML_2000_6000_OCSVM_RBF_0,09_scale;0.9771;0.8950;0.9342;1.9870
Voting_DistilBERTML_2000_6000_OCSVM_RBF_0,1_scale;0.9794;0.8860;0.9304;2.1428
Voting_DistilBERTML_2000_6000_OCSVM_RBF_0,2_scale;0.9881;0.8075;0.8887;3.7814
Voting_DistilBERTML_2000_6000_OCSVM_RBF_0,3_scale;0.9915;0.7195;0.8339;5.4390
Voting_DistilBERTML_2000_6000_OCSVM_RBF_0,4_scale;0.9937;0.6090;0.7552;7.0726
Voting_DistilBERTML_2000_6000_OCSVM_RBF_0,5_scale;0.9951;0.5032;0.6684;8.7028
Voting_DistilBERTML_2000_6000_OCSVM_RBF_0,6_scale;0.9964;0.3992;0.5701;10.1256
Voting_DistilBERTML_2000_6000_OCSVM_RBF_0,7_scale;0.9971;0.3093;0.4721;11.6325
Voting_DistilBERTML_2000_6000_OCSVM_RBF_0,8_scale;0.9984;0.2072;0.3433;13.0190
Voting_DistilBERTML_2000_6000_OCSVM_RBF_0,9_scale;0.9987;0.0975;0.1777;14.4445
