Parameters;Precisao;Revocacao;F1-Score;Tempo
Christmas_DistilBERTML_2000_6000_OCSVM_RBF_0,0001_scale;0.9871;0.9155;0.9500;0.7238
Christmas_DistilBERTML_2000_6000_OCSVM_RBF_0,0005_scale;0.9862;0.9257;0.9550;0.9632
Christmas_DistilBERTML_2000_6000_OCSVM_RBF_0,001_scale;0.9862;0.9257;0.9550;1.0086
Christmas_DistilBERTML_2000_6000_OCSVM_RBF_0,005_scale;0.9862;0.9260;0.9551;1.0555
Christmas_DistilBERTML_2000_6000_OCSVM_RBF_0,01_scale;0.9862;0.9260;0.9551;1.0755
Christmas_DistilBERTML_2000_6000_OCSVM_RBF_0,02_scale;0.9862;0.9260;0.9551;1.1117
Christmas_DistilBERTML_2000_6000_OCSVM_RBF_0,03_scale;0.9865;0.9210;0.9526;1.1783
Christmas_DistilBERTML_2000_6000_OCSVM_RBF_0,04_scale;0.9873;0.9155;0.9501;1.2671
Christmas_DistilBERTML_2000_6000_OCSVM_RBF_0,05_scale;0.9879;0.9090;0.9468;1.4272
Christmas_DistilBERTML_2000_6000_OCSVM_RBF_0,06_scale;0.9884;0.9038;0.9442;1.5282
Christmas_DistilBERTML_2000_6000_OCSVM_RBF_0,07_scale;0.9892;0.8925;0.9384;1.6685
Christmas_DistilBERTML_2000_6000_OCSVM_RBF_0,08_scale;0.9897;0.8830;0.9333;1.8003
Christmas_DistilBERTML_2000_6000_OCSVM_RBF_0,09_scale;0.9910;0.8698;0.9264;1.9470
Christmas_DistilBERTML_2000_6000_OCSVM_RBF_0,1_scale;0.9915;0.8608;0.9215;2.1568
Christmas_DistilBERTML_2000_6000_OCSVM_RBF_0,2_scale;0.9950;0.7690;0.8675;3.9342
Christmas_DistilBERTML_2000_6000_OCSVM_RBF_0,3_scale;0.9955;0.6837;0.8107;5.5710
Christmas_DistilBERTML_2000_6000_OCSVM_RBF_0,4_scale;0.9957;0.5955;0.7453;7.1158
Christmas_DistilBERTML_2000_6000_OCSVM_RBF_0,5_scale;0.9962;0.4975;0.6636;8.6547
Christmas_DistilBERTML_2000_6000_OCSVM_RBF_0,6_scale;0.9964;0.3940;0.5647;10.1739
Christmas_DistilBERTML_2000_6000_OCSVM_RBF_0,7_scale;0.9970;0.2855;0.4439;11.5747
Christmas_DistilBERTML_2000_6000_OCSVM_RBF_0,8_scale;0.9967;0.1895;0.3185;13.3051
Christmas_DistilBERTML_2000_6000_OCSVM_RBF_0,9_scale;0.9977;0.0975;0.1776;14.3951
