Parameters;Precisao;Revocacao;F1-Score;Tempo
Defence_DistilBERTML_2000_6000_OCSVM_RBF_0,0001_scale;0.9142;0.9010;0.9075;0.7872
Defence_DistilBERTML_2000_6000_OCSVM_RBF_0,0005_scale;0.9107;0.9123;0.9115;0.9960
Defence_DistilBERTML_2000_6000_OCSVM_RBF_0,001_scale;0.9106;0.9123;0.9115;1.0371
Defence_DistilBERTML_2000_6000_OCSVM_RBF_0,005_scale;0.9107;0.9123;0.9115;1.0971
Defence_DistilBERTML_2000_6000_OCSVM_RBF_0,01_scale;0.9107;0.9123;0.9115;1.1128
Defence_DistilBERTML_2000_6000_OCSVM_RBF_0,02_scale;0.9116;0.9125;0.9120;1.1417
Defence_DistilBERTML_2000_6000_OCSVM_RBF_0,03_scale;0.9168;0.9095;0.9131;1.2107
Defence_DistilBERTML_2000_6000_OCSVM_RBF_0,04_scale;0.9217;0.9045;0.9130;1.3372
Defence_DistilBERTML_2000_6000_OCSVM_RBF_0,05_scale;0.9252;0.8955;0.9101;1.4554
Defence_DistilBERTML_2000_6000_OCSVM_RBF_0,06_scale;0.9291;0.8830;0.9054;1.5757
Defence_DistilBERTML_2000_6000_OCSVM_RBF_0,07_scale;0.9320;0.8692;0.8995;1.7578
Defence_DistilBERTML_2000_6000_OCSVM_RBF_0,08_scale;0.9347;0.8602;0.8959;1.9064
Defence_DistilBERTML_2000_6000_OCSVM_RBF_0,09_scale;0.9375;0.8515;0.8924;2.0536
Defence_DistilBERTML_2000_6000_OCSVM_RBF_0,1_scale;0.9403;0.8393;0.8869;2.2249
Defence_DistilBERTML_2000_6000_OCSVM_RBF_0,2_scale;0.9660;0.7402;0.8382;3.8402
Defence_DistilBERTML_2000_6000_OCSVM_RBF_0,3_scale;0.9777;0.6275;0.7644;5.4814
Defence_DistilBERTML_2000_6000_OCSVM_RBF_0,4_scale;0.9846;0.5430;0.6999;7.1189
Defence_DistilBERTML_2000_6000_OCSVM_RBF_0,5_scale;0.9911;0.4435;0.6128;8.6179
Defence_DistilBERTML_2000_6000_OCSVM_RBF_0,6_scale;0.9949;0.3573;0.5257;10.2430
Defence_DistilBERTML_2000_6000_OCSVM_RBF_0,7_scale;0.9970;0.2622;0.4153;11.6624
Defence_DistilBERTML_2000_6000_OCSVM_RBF_0,8_scale;0.9988;0.1680;0.2876;13.1045
Defence_DistilBERTML_2000_6000_OCSVM_RBF_0,9_scale;0.9993;0.0745;0.1387;14.4463
