Parameters;Precisao;Revocacao;F1-Score;Tempo
Rugby_VAE_2000_6000_8_OCSVM_RBF_0,0001_scale;0.9495;0.9957;0.9719;0.0047
Rugby_VAE_2000_6000_8_OCSVM_RBF_0,0005_scale;0.9490;0.9957;0.9717;0.0043
Rugby_VAE_2000_6000_8_OCSVM_RBF_0,001_scale;0.9488;0.9958;0.9716;0.0043
Rugby_VAE_2000_6000_8_OCSVM_RBF_0,005_scale;0.9847;0.9861;0.9854;0.0072
Rugby_VAE_2000_6000_8_OCSVM_RBF_0,01_scale;0.9919;0.9751;0.9834;0.0108
Rugby_VAE_2000_6000_8_OCSVM_RBF_0,02_scale;0.9960;0.9537;0.9743;0.0166
Rugby_VAE_2000_6000_8_OCSVM_RBF_0,03_scale;0.9975;0.9324;0.9638;0.0225
Rugby_VAE_2000_6000_8_OCSVM_RBF_0,04_scale;0.9980;0.9142;0.9543;0.0288
Rugby_VAE_2000_6000_8_OCSVM_RBF_0,05_scale;0.9984;0.8966;0.9448;0.0346
Rugby_VAE_2000_6000_8_OCSVM_RBF_0,06_scale;0.9987;0.8801;0.9356;0.0448
Rugby_VAE_2000_6000_8_OCSVM_RBF_0,07_scale;0.9990;0.8625;0.9257;0.0487
Rugby_VAE_2000_6000_8_OCSVM_RBF_0,08_scale;0.9992;0.8468;0.9167;0.0533
Rugby_VAE_2000_6000_8_OCSVM_RBF_0,09_scale;0.9993;0.8317;0.9078;0.0603
Rugby_VAE_2000_6000_8_OCSVM_RBF_0,1_scale;0.9995;0.8158;0.8983;0.0710
Rugby_VAE_2000_6000_8_OCSVM_RBF_0,2_scale;0.9998;0.6921;0.8178;0.1296
Rugby_VAE_2000_6000_8_OCSVM_RBF_0,3_scale;0.9999;0.5763;0.7311;0.1903
Rugby_VAE_2000_6000_8_OCSVM_RBF_0,4_scale;0.9999;0.4744;0.6434;0.2488
Rugby_VAE_2000_6000_8_OCSVM_RBF_0,5_scale;0.9999;0.3814;0.5521;0.2995
Rugby_VAE_2000_6000_8_OCSVM_RBF_0,6_scale;0.9999;0.2986;0.4598;0.3714
Rugby_VAE_2000_6000_8_OCSVM_RBF_0,7_scale;0.9999;0.2147;0.3534;0.4147
Rugby_VAE_2000_6000_8_OCSVM_RBF_0,8_scale;0.9998;0.1390;0.2440;0.4546
Rugby_VAE_2000_6000_8_OCSVM_RBF_0,9_scale;0.9995;0.0652;0.1222;0.4960
Rugby_VAE_2000_6000_9_OCSVM_RBF_0,0001_scale;0.9720;0.9935;0.9826;0.0048
Rugby_VAE_2000_6000_9_OCSVM_RBF_0,0005_scale;0.9721;0.9933;0.9826;0.0049
Rugby_VAE_2000_6000_9_OCSVM_RBF_0,001_scale;0.9721;0.9933;0.9826;0.0049
Rugby_VAE_2000_6000_9_OCSVM_RBF_0,005_scale;0.9882;0.9835;0.9858;0.0075
Rugby_VAE_2000_6000_9_OCSVM_RBF_0,01_scale;0.9940;0.9697;0.9817;0.0101
Rugby_VAE_2000_6000_9_OCSVM_RBF_0,02_scale;0.9963;0.9514;0.9733;0.0170
Rugby_VAE_2000_6000_9_OCSVM_RBF_0,03_scale;0.9972;0.9306;0.9627;0.0223
Rugby_VAE_2000_6000_9_OCSVM_RBF_0,04_scale;0.9979;0.9155;0.9549;0.0308
Rugby_VAE_2000_6000_9_OCSVM_RBF_0,05_scale;0.9983;0.9002;0.9467;0.0346
Rugby_VAE_2000_6000_9_OCSVM_RBF_0,06_scale;0.9984;0.8852;0.9384;0.0450
Rugby_VAE_2000_6000_9_OCSVM_RBF_0,07_scale;0.9988;0.8688;0.9292;0.0479
Rugby_VAE_2000_6000_9_OCSVM_RBF_0,08_scale;0.9990;0.8534;0.9204;0.0535
Rugby_VAE_2000_6000_9_OCSVM_RBF_0,09_scale;0.9991;0.8393;0.9122;0.0587
Rugby_VAE_2000_6000_9_OCSVM_RBF_0,1_scale;0.9993;0.8257;0.9042;0.0698
Rugby_VAE_2000_6000_9_OCSVM_RBF_0,2_scale;0.9997;0.6936;0.8189;0.1290
Rugby_VAE_2000_6000_9_OCSVM_RBF_0,3_scale;0.9998;0.5823;0.7358;0.1896
Rugby_VAE_2000_6000_9_OCSVM_RBF_0,4_scale;0.9999;0.4863;0.6542;0.2471
Rugby_VAE_2000_6000_9_OCSVM_RBF_0,5_scale;0.9999;0.3953;0.5664;0.2991
Rugby_VAE_2000_6000_9_OCSVM_RBF_0,6_scale;0.9998;0.3060;0.4683;0.3666
Rugby_VAE_2000_6000_9_OCSVM_RBF_0,7_scale;0.9998;0.2219;0.3629;0.4137
Rugby_VAE_2000_6000_9_OCSVM_RBF_0,8_scale;0.9998;0.1456;0.2540;0.4520
Rugby_VAE_2000_6000_9_OCSVM_RBF_0,9_scale;1.0000;0.0689;0.1288;0.4916
Rugby_VAE_2000_6000_10_OCSVM_RBF_0,0001_scale;0.9639;0.9952;0.9792;0.0042
Rugby_VAE_2000_6000_10_OCSVM_RBF_0,0005_scale;0.9639;0.9952;0.9792;0.0039
Rugby_VAE_2000_6000_10_OCSVM_RBF_0,001_scale;0.9638;0.9952;0.9792;0.0039
Rugby_VAE_2000_6000_10_OCSVM_RBF_0,005_scale;0.9883;0.9842;0.9863;0.0069
Rugby_VAE_2000_6000_10_OCSVM_RBF_0,01_scale;0.9938;0.9704;0.9819;0.0101
Rugby_VAE_2000_6000_10_OCSVM_RBF_0,02_scale;0.9965;0.9483;0.9718;0.0166
Rugby_VAE_2000_6000_10_OCSVM_RBF_0,03_scale;0.9974;0.9300;0.9625;0.0222
Rugby_VAE_2000_6000_10_OCSVM_RBF_0,04_scale;0.9979;0.9106;0.9522;0.0285
Rugby_VAE_2000_6000_10_OCSVM_RBF_0,05_scale;0.9982;0.8963;0.9445;0.0340
